session_id,user_id,page_views,session_duration,bounce_rate,device_type,browser,os,traffic_source,landing_page,conversion,timestamp,country
SES-00004167,USER-04777,15,3143,0.472,Desktop,Safari,Windows,Referral,/blog,False,2026-01-05 16:29:17.997648,UK
SES-00004168,USER-04115,5,852,0.394,Mobile,Firefox,Linux,Referral,/blog,False,2025-12-31 04:29:17.997652,France
SES-00004169,USER-02403,41,933,0.585,Desktop,Chrome,Android,Social,/blog,False,2025-12-29 13:29:17.997657,India
SES-00004170,USER-03951,7,47,0.723,Desktop,Edge,Linux,Referral,/home,True,2025-12-29 14:29:17.997661,France
SES-00004171,USER-00135,38,3452,0.954,Desktop,Firefox,Windows,Organic,/products,True,2025-12-25 06:29:17.997666,Japan
SES-00004172,USER-02428,49,3215,0.255,Desktop,Safari,MacOS,Referral,/contact,False,2025-12-22 17:29:17.997670,USA
SES-00004173,USER-04451,25,2466,0.375,Tablet,Chrome,iOS,Social,/home,False,2026-01-11 05:29:17.997674,Germany
SES-00004174,USER-00106,44,2473,0.62,Desktop,Chrome,Linux,Direct,/contact,False,2026-01-09 10:29:17.997679,Canada
SES-00004175,USER-00519,38,2237,0.661,Mobile,Edge,iOS,Direct,/contact,False,2026-01-08 02:29:17.997683,India
SES-00004176,USER-00599,12,3004,0.143,Desktop,Safari,Windows,Social,/contact,False,2026-01-11 22:29:17.997688,USA
SES-00004177,USER-00466,30,2739,0.594,Desktop,Chrome,MacOS,Paid,/products,False,2025-12-17 05:29:17.997692,USA
SES-00004178,USER-02544,45,1504,0.415,Desktop,Chrome,Windows,Referral,/products,False,2025-12-20 01:29:17.997697,India
SES-00004179,USER-00993,36,628,0.051,Mobile,Safari,iOS,Referral,/products,False,2025-12-20 04:29:17.997701,Canada
SES-00004180,USER-04460,4,1555,0.619,Tablet,Edge,MacOS,Paid,/products,False,2025-12-28 02:29:17.997706,India
SES-00004181,USER-04886,30,2744,0.701,Mobile,Chrome,Windows,Organic,/contact,False,2026-01-02 10:29:17.997710,India
SES-00004182,USER-02051,42,3073,0.474,Desktop,Edge,Linux,Referral,/blog,False,2026-01-08 04:29:17.997715,Canada
SES-00004183,USER-04936,16,438,0.986,Mobile,Edge,Linux,Organic,/contact,True,2025-12-15 18:29:17.997719,UK
SES-00004184,USER-04063,12,1825,0.932,Desktop,Chrome,iOS,Referral,/products,False,2025-12-16 02:29:17.997724,UK
SES-00004185,USER-03157,36,3369,0.856,Tablet,Edge,MacOS,Organic,/about,False,2026-01-01 20:29:17.997728,Canada
SES-00004186,USER-04788,5,156,0.847,Desktop,Safari,iOS,Paid,/about,True,2025-12-15 20:29:17.997733,USA
SES-00004187,USER-02453,48,2985,0.036,Desktop,Edge,MacOS,Referral,/products,False,2026-01-13 19:29:17.997737,Canada
SES-00004188,USER-01557,44,2508,0.509,Desktop,Chrome,Linux,Referral,/about,False,2025-12-27 09:29:17.997741,Germany
SES-00004189,USER-01325,15,1957,0.744,Mobile,Safari,Windows,Social,/products,False,2025-12-17 10:29:17.997746,France
SES-00004190,USER-04695,15,2533,0.31,Mobile,Safari,Windows,Organic,/home,True,2026-01-13 13:29:17.997750,India
SES-00004191,USER-00556,34,2151,0.494,Desktop,Edge,Linux,Direct,/home,False,2026-01-07 18:29:17.997776,France
SES-00004192,USER-01666,29,2941,0.651,Desktop,Edge,Windows,Organic,/blog,False,2026-01-03 23:29:17.997782,Germany
SES-00004193,USER-03187,18,1776,0.939,Desktop,Edge,MacOS,Social,/contact,False,2025-12-25 14:29:17.997787,France
SES-00004194,USER-03067,16,2025,0.637,Desktop,Chrome,iOS,Direct,/about,False,2026-01-01 18:29:17.997791,Canada
SES-00004195,USER-03171,1,3012,0.761,Mobile,Firefox,MacOS,Referral,/blog,True,2025-12-19 09:29:17.997796,Germany
SES-00004196,USER-04515,28,440,0.769,Mobile,Chrome,iOS,Referral,/products,False,2025-12-28 07:29:17.997800,USA
SES-00004197,USER-04409,25,21,0.223,Desktop,Chrome,iOS,Social,/about,False,2026-01-10 00:29:17.997805,India
SES-00004198,USER-01587,18,1018,0.01,Tablet,Firefox,iOS,Referral,/about,False,2025-12-22 17:29:17.997809,USA
SES-00004199,USER-01988,21,2056,0.589,Mobile,Edge,Android,Social,/home,False,2025-12-23 19:29:17.997814,USA
SES-00004200,USER-01539,20,2528,0.734,Desktop,Edge,Windows,Referral,/contact,False,2026-01-03 01:29:17.997818,France
SES-00004201,USER-01918,4,542,0.434,Mobile,Firefox,iOS,Social,/blog,False,2026-01-12 09:29:17.997822,France
SES-00004202,USER-00568,49,269,0.983,Mobile,Firefox,Android,Direct,/contact,True,2026-01-13 09:29:17.997827,UK
SES-00004203,USER-02925,21,1850,0.245,Tablet,Chrome,Android,Referral,/about,True,2026-01-12 06:29:17.997831,USA
SES-00004204,USER-04565,32,432,0.125,Desktop,Firefox,Windows,Paid,/home,False,2025-12-22 21:29:17.997836,Canada
SES-00004205,USER-04421,26,424,0.971,Mobile,Edge,iOS,Organic,/home,False,2026-01-08 05:29:17.997840,USA
SES-00004206,USER-03882,6,1844,0.357,Desktop,Safari,Windows,Paid,/blog,False,2026-01-04 14:29:17.997845,Germany
SES-00004207,USER-03585,1,2809,0.925,Desktop,Chrome,Windows,Paid,/products,False,2026-01-12 13:29:17.997849,France
SES-00004208,USER-00104,18,3298,0.311,Mobile,Firefox,iOS,Direct,/about,False,2026-01-05 18:29:17.997853,Canada
SES-00004209,USER-03592,10,2038,0.324,Mobile,Firefox,Android,Paid,/home,False,2025-12-27 21:29:17.997858,Canada
SES-00004210,USER-00874,43,2175,0.929,Desktop,Safari,Windows,Social,/blog,False,2025-12-16 11:29:17.997862,Japan
SES-00004211,USER-01833,30,1066,0.41,Desktop,Edge,Windows,Organic,/about,False,2025-12-24 02:29:17.997867,UK
SES-00004212,USER-01537,21,2485,0.334,Tablet,Firefox,MacOS,Referral,/products,False,2025-12-16 04:29:17.997871,Germany
SES-00004213,USER-03251,2,3483,0.151,Mobile,Chrome,Linux,Social,/about,False,2025-12-31 08:29:17.997875,India
SES-00004214,USER-01756,22,958,0.693,Mobile,Chrome,Linux,Social,/about,False,2025-12-24 11:29:17.997882,India
SES-00004215,USER-04137,15,3110,0.042,Mobile,Chrome,iOS,Referral,/contact,False,2026-01-10 12:29:17.997887,UK
SES-00004216,USER-01172,22,2572,0.214,Desktop,Chrome,iOS,Organic,/home,False,2025-12-17 09:29:17.997891,France
SES-00004217,USER-01041,17,672,0.486,Mobile,Chrome,Linux,Paid,/home,False,2025-12-15 20:29:17.997896,UK
SES-00004218,USER-04147,21,32,0.413,Desktop,Firefox,Windows,Organic,/about,False,2025-12-21 14:29:17.997900,France
SES-00004219,USER-00234,24,1363,0.619,Desktop,Firefox,Windows,Social,/about,True,2026-01-10 10:29:17.997905,UK
SES-00004220,USER-00741,9,2160,0.735,Mobile,Safari,Windows,Direct,/contact,False,2026-01-07 00:29:17.997909,Germany
SES-00004221,USER-04954,35,2562,0.371,Mobile,Safari,Linux,Paid,/contact,False,2025-12-29 01:29:17.997913,Japan
SES-00004222,USER-02602,18,1787,0.121,Mobile,Firefox,MacOS,Direct,/products,False,2026-01-01 17:29:17.997918,France
SES-00004223,USER-01619,41,618,0.603,Desktop,Safari,Android,Referral,/blog,False,2025-12-29 10:29:17.997922,Canada
SES-00004224,USER-00926,32,2000,0.07,Desktop,Safari,MacOS,Paid,/about,False,2026-01-11 14:29:17.997927,USA
SES-00004225,USER-01377,48,806,0.445,Tablet,Safari,Linux,Referral,/home,False,2025-12-28 06:29:17.997931,India
SES-00004226,USER-04419,1,1454,0.56,Desktop,Firefox,iOS,Social,/contact,False,2025-12-25 23:29:17.997935,Japan
SES-00004227,USER-03479,37,821,0.694,Mobile,Edge,Android,Direct,/contact,False,2025-12-29 03:29:17.997940,Canada
SES-00004228,USER-00095,3,2366,0.832,Mobile,Chrome,Windows,Social,/home,False,2026-01-03 22:29:17.997944,France
SES-00004229,USER-01636,26,3529,0.008,Desktop,Chrome,iOS,Organic,/about,False,2026-01-01 04:29:17.997949,Canada
SES-00004230,USER-01989,11,976,0.656,Desktop,Safari,Windows,Direct,/products,False,2025-12-18 16:29:17.997953,India
SES-00004231,USER-00689,46,3210,0.432,Desktop,Edge,Windows,Direct,/products,False,2026-01-03 09:29:17.997957,France
SES-00004232,USER-03818,49,3529,0.668,Desktop,Safari,MacOS,Paid,/blog,False,2025-12-16 09:29:17.997962,USA
SES-00004233,USER-01394,23,2655,0.14,Mobile,Firefox,Android,Organic,/products,False,2026-01-11 04:29:17.997966,UK
SES-00004234,USER-02836,40,2821,0.946,Mobile,Firefox,Windows,Direct,/products,False,2025-12-21 01:29:17.997971,USA
SES-00004235,USER-03608,42,3072,0.368,Mobile,Chrome,Windows,Organic,/blog,True,2025-12-19 03:29:17.997975,UK
SES-00004236,USER-02497,23,2181,0.398,Mobile,Firefox,Android,Direct,/contact,False,2025-12-18 22:29:17.997980,USA
SES-00004237,USER-00956,1,774,0.413,Desktop,Edge,Linux,Paid,/blog,False,2025-12-30 09:29:17.997984,Germany
SES-00004238,USER-04556,27,32,0.256,Mobile,Safari,iOS,Referral,/home,False,2025-12-24 06:29:17.997988,Canada
SES-00004239,USER-04297,47,451,0.312,Mobile,Chrome,Android,Direct,/blog,False,2026-01-04 13:29:17.997993,France
SES-00004240,USER-04485,15,1572,0.392,Desktop,Safari,iOS,Direct,/home,False,2025-12-23 21:29:17.997997,USA
SES-00004241,USER-01272,21,2604,0.405,Desktop,Edge,Windows,Social,/about,False,2026-01-12 10:29:17.998002,Japan
SES-00004242,USER-04119,21,1853,0.065,Mobile,Firefox,MacOS,Referral,/about,False,2025-12-28 19:29:17.998006,France
SES-00004243,USER-04236,16,3287,0.804,Desktop,Chrome,MacOS,Organic,/products,False,2025-12-18 04:29:17.998011,France
SES-00004244,USER-02686,41,1962,0.945,Desktop,Firefox,MacOS,Paid,/blog,False,2025-12-21 10:29:17.998015,USA
SES-00004245,USER-01328,29,3556,0.228,Mobile,Edge,Windows,Referral,/about,False,2025-12-21 18:29:17.998022,Japan
SES-00004246,USER-01692,21,430,0.858,Tablet,Chrome,Linux,Organic,/home,False,2026-01-04 01:29:17.998029,UK
SES-00004247,USER-03358,39,1572,0.245,Desktop,Chrome,Windows,Organic,/blog,False,2026-01-04 02:29:17.998037,Japan
SES-00004248,USER-04220,45,3536,0.556,Mobile,Chrome,Linux,Direct,/home,False,2025-12-21 01:29:17.998045,Germany
SES-00004249,USER-02622,19,3046,0.967,Mobile,Edge,MacOS,Paid,/home,False,2025-12-24 17:29:17.998052,India
SES-00004250,USER-03880,32,2097,0.795,Desktop,Safari,Android,Paid,/about,False,2026-01-07 06:29:17.998060,USA
SES-00004251,USER-00837,48,2478,0.701,Mobile,Firefox,Windows,Organic,/products,True,2026-01-02 08:29:17.998068,Canada
SES-00004252,USER-04652,43,3045,0.25,Mobile,Chrome,Windows,Paid,/blog,False,2025-12-29 01:29:17.998075,UK
SES-00004253,USER-03483,28,2118,0.606,Desktop,Edge,Linux,Direct,/contact,True,2025-12-21 19:29:17.998082,France
SES-00004254,USER-01245,14,1785,0.12,Desktop,Edge,Linux,Organic,/blog,False,2025-12-27 21:29:17.998088,France
SES-00004255,USER-00622,45,2760,0.96,Desktop,Edge,MacOS,Paid,/contact,False,2025-12-31 15:29:17.998095,Japan
SES-00004256,USER-04677,5,2593,0.195,Mobile,Safari,MacOS,Social,/about,False,2026-01-08 11:29:17.998101,Japan
SES-00004257,USER-00509,48,578,0.83,Tablet,Safari,Windows,Direct,/about,False,2026-01-03 18:29:17.998108,Canada
SES-00004258,USER-01399,32,2826,0.863,Desktop,Safari,Linux,Organic,/blog,False,2025-12-29 15:29:17.998115,Canada
SES-00004259,USER-02661,31,799,0.308,Tablet,Chrome,Android,Social,/products,False,2026-01-13 12:29:17.998122,Japan
SES-00004260,USER-02129,12,2247,0.378,Desktop,Chrome,Android,Referral,/home,True,2026-01-08 15:29:17.998130,Japan
SES-00004261,USER-03218,15,1618,0.792,Mobile,Safari,MacOS,Referral,/about,True,2025-12-28 08:29:17.998137,UK
SES-00004262,USER-01875,29,76,0.948,Mobile,Chrome,Linux,Organic,/blog,False,2025-12-15 14:29:17.998144,Japan
SES-00004263,USER-00253,41,839,0.473,Desktop,Safari,Linux,Direct,/home,False,2026-01-02 07:29:17.998151,India
SES-00004264,USER-03766,33,616,0.168,Desktop,Firefox,MacOS,Referral,/products,False,2026-01-03 10:29:17.998158,France
SES-00004265,USER-04490,17,3185,0.368,Mobile,Edge,MacOS,Organic,/contact,False,2025-12-15 17:29:17.998165,India
SES-00004266,USER-03970,30,2872,0.082,Desktop,Safari,Android,Social,/blog,False,2025-12-31 20:29:17.998173,India
SES-00004267,USER-00358,27,1678,0.272,Mobile,Chrome,iOS,Referral,/blog,False,2025-12-26 03:29:17.998180,Japan
SES-00004268,USER-04841,2,1150,0.514,Mobile,Chrome,iOS,Paid,/contact,False,2025-12-18 18:29:17.998187,Canada
SES-00004269,USER-04643,10,1659,0.402,Desktop,Edge,Linux,Organic,/about,False,2026-01-07 19:29:17.998194,UK
SES-00004270,USER-03835,36,3238,0.107,Desktop,Firefox,MacOS,Direct,/blog,False,2025-12-22 13:29:17.998201,France
SES-00004271,USER-02685,17,1165,0.952,Desktop,Chrome,Linux,Referral,/about,False,2026-01-04 12:29:17.998210,Canada
SES-00004272,USER-01736,20,1759,0.131,Tablet,Safari,MacOS,Direct,/products,False,2025-12-18 10:29:17.998217,Japan
SES-00004273,USER-01869,33,3516,0.006,Desktop,Chrome,Linux,Referral,/blog,False,2025-12-31 07:29:17.998225,USA
SES-00004274,USER-00034,3,3448,0.1,Mobile,Edge,MacOS,Paid,/products,False,2026-01-03 08:29:17.998233,Japan
SES-00004275,USER-04996,32,1385,0.144,Desktop,Safari,Android,Organic,/about,False,2025-12-21 21:29:17.998241,Japan
SES-00004276,USER-02444,15,3494,0.394,Mobile,Safari,iOS,Social,/contact,False,2026-01-09 17:29:17.998248,France
SES-00004277,USER-04982,13,1332,0.678,Tablet,Edge,MacOS,Direct,/home,False,2025-12-29 23:29:17.998256,Canada
SES-00004278,USER-02537,15,244,0.476,Desktop,Firefox,Windows,Organic,/products,False,2025-12-28 05:29:17.998263,UK
SES-00004279,USER-01924,30,250,0.039,Mobile,Firefox,MacOS,Direct,/home,False,2025-12-18 09:29:17.998270,France
SES-00004280,USER-02805,8,1645,0.667,Desktop,Edge,iOS,Direct,/blog,False,2025-12-20 23:29:17.998275,France
SES-00004281,USER-03233,36,2505,0.727,Desktop,Firefox,MacOS,Social,/contact,False,2025-12-28 05:29:17.998279,UK
SES-00004282,USER-04730,36,2685,0.621,Mobile,Edge,Linux,Referral,/home,True,2026-01-09 10:29:17.998284,Germany
SES-00004283,USER-03746,13,616,0.168,Desktop,Safari,Android,Social,/blog,False,2026-01-09 06:29:17.998288,India
SES-00004284,USER-04357,13,2483,0.775,Desktop,Firefox,Linux,Direct,/contact,False,2025-12-21 03:29:17.998296,France
SES-00004285,USER-04913,10,3217,0.565,Mobile,Safari,Windows,Social,/contact,False,2025-12-30 10:29:17.998303,Japan
SES-00004286,USER-00298,41,2614,0.504,Desktop,Chrome,Android,Referral,/products,True,2026-01-12 18:29:17.998310,USA
SES-00004287,USER-04607,7,2310,0.336,Mobile,Chrome,MacOS,Social,/blog,True,2026-01-04 16:29:17.998318,Canada
SES-00004288,USER-02135,15,2891,0.387,Desktop,Chrome,Android,Social,/contact,True,2025-12-16 16:29:17.998325,UK
SES-00004289,USER-02893,16,1334,0.647,Desktop,Safari,iOS,Referral,/blog,True,2026-01-12 05:29:17.998330,India
SES-00004290,USER-01399,21,3254,0.87,Desktop,Edge,iOS,Social,/home,False,2025-12-28 22:29:17.998334,USA
SES-00004291,USER-04916,37,890,0.055,Desktop,Edge,iOS,Organic,/contact,True,2026-01-02 10:29:17.998338,Canada
SES-00004292,USER-04804,34,796,0.899,Tablet,Firefox,iOS,Social,/contact,False,2025-12-26 07:29:17.998343,Japan
SES-00004293,USER-02848,47,2786,0.37,Tablet,Chrome,Windows,Organic,/home,False,2025-12-19 02:29:17.998347,France
SES-00004294,USER-01475,3,734,0.306,Desktop,Safari,MacOS,Direct,/blog,False,2025-12-19 22:29:17.998352,India
SES-00004295,USER-00253,17,1104,0.906,Desktop,Firefox,Windows,Paid,/blog,False,2026-01-05 18:29:17.998356,Japan
SES-00004296,USER-01903,36,699,0.845,Mobile,Safari,MacOS,Social,/contact,False,2026-01-01 04:29:17.998360,France
SES-00004297,USER-00160,43,2500,0.278,Desktop,Chrome,Android,Direct,/contact,False,2025-12-26 06:29:17.998365,India
SES-00004298,USER-04488,48,3575,0.651,Desktop,Firefox,iOS,Social,/contact,False,2026-01-05 22:29:17.998369,UK
SES-00004299,USER-03298,33,2649,0.835,Desktop,Edge,Linux,Direct,/products,False,2025-12-26 22:29:17.998377,India
SES-00004300,USER-00363,43,1604,0.393,Mobile,Edge,Linux,Direct,/blog,False,2025-12-30 07:29:17.998382,France
SES-00004301,USER-00383,33,83,0.651,Mobile,Safari,Android,Referral,/home,False,2026-01-06 12:29:17.998386,Canada
SES-00004302,USER-04465,4,3138,0.636,Mobile,Edge,iOS,Paid,/about,False,2026-01-12 04:29:17.998390,Canada
SES-00004303,USER-03980,2,915,0.792,Tablet,Chrome,Windows,Organic,/about,False,2026-01-02 05:29:17.998395,USA
SES-00004304,USER-02764,42,3322,0.42,Desktop,Firefox,Android,Referral,/home,False,2025-12-31 01:29:17.998402,France
SES-00004305,USER-04448,1,3561,0.856,Desktop,Firefox,MacOS,Paid,/home,False,2025-12-29 17:29:17.998408,Germany
SES-00004306,USER-03649,5,1881,0.61,Tablet,Firefox,Linux,Referral,/blog,False,2025-12-20 05:29:17.998413,Japan
SES-00004307,USER-00679,17,2482,0.02,Mobile,Edge,Windows,Direct,/home,False,2025-12-22 07:29:17.998417,Japan
SES-00004308,USER-00182,19,2593,0.346,Mobile,Safari,Windows,Paid,/about,False,2025-12-28 11:29:17.998422,India
SES-00004309,USER-03398,28,1847,0.75,Desktop,Chrome,MacOS,Paid,/about,False,2025-12-29 02:29:17.998426,India
SES-00004310,USER-01009,8,3303,0.755,Desktop,Chrome,MacOS,Organic,/home,True,2026-01-09 19:29:17.998431,UK
SES-00004311,USER-02482,20,1810,0.347,Mobile,Chrome,Linux,Direct,/home,False,2026-01-01 02:29:17.998435,Germany
SES-00004312,USER-03121,23,3490,0.978,Desktop,Edge,MacOS,Referral,/products,False,2025-12-22 14:29:17.998439,USA
SES-00004313,USER-00079,32,2317,0.69,Mobile,Firefox,iOS,Referral,/contact,False,2025-12-31 08:29:17.998444,UK
SES-00004314,USER-03073,26,2079,0.036,Desktop,Firefox,Android,Paid,/about,False,2025-12-29 00:29:17.998448,India
SES-00004315,USER-04843,32,1948,0.03,Mobile,Chrome,MacOS,Paid,/contact,False,2025-12-30 04:29:17.998453,UK
SES-00004316,USER-03216,49,3319,0.271,Mobile,Chrome,iOS,Social,/about,False,2026-01-02 03:29:17.998457,Germany
SES-00004317,USER-03427,33,1213,0.114,Desktop,Safari,iOS,Paid,/products,False,2026-01-01 01:29:17.998461,UK
SES-00004318,USER-01976,43,213,0.722,Desktop,Edge,MacOS,Social,/blog,False,2025-12-25 23:29:17.998466,India
SES-00004319,USER-04441,9,901,0.826,Mobile,Chrome,Android,Social,/about,False,2025-12-30 18:29:17.998470,Canada
SES-00004320,USER-00585,13,2987,0.199,Desktop,Safari,Linux,Direct,/contact,False,2026-01-13 21:29:17.998475,Germany
SES-00004321,USER-04335,37,1393,0.968,Mobile,Safari,MacOS,Social,/blog,True,2026-01-01 20:29:17.998479,Canada
SES-00004322,USER-03300,40,673,0.434,Mobile,Safari,Linux,Social,/about,False,2025-12-15 08:29:17.998484,France
SES-00004323,USER-03688,29,1723,0.862,Tablet,Edge,MacOS,Social,/contact,False,2026-01-11 19:29:17.998488,India
SES-00004324,USER-04570,7,3176,0.575,Desktop,Safari,Android,Referral,/home,False,2026-01-11 13:29:17.998493,Canada
SES-00004325,USER-02026,19,3386,0.889,Mobile,Edge,Linux,Referral,/contact,False,2025-12-18 20:29:17.998497,India
SES-00004326,USER-01922,15,2289,0.533,Desktop,Safari,Windows,Organic,/home,False,2025-12-23 00:29:17.998501,USA
SES-00004327,USER-03035,8,1927,0.476,Desktop,Firefox,iOS,Social,/contact,False,2025-12-28 01:29:17.998506,Japan
SES-00004328,USER-02067,32,3220,0.831,Desktop,Edge,Windows,Direct,/blog,False,2026-01-13 18:29:17.998510,India
SES-00004329,USER-03817,34,535,0.512,Mobile,Chrome,Linux,Organic,/contact,False,2025-12-21 06:29:17.998514,Japan
SES-00004330,USER-01116,22,961,0.11,Desktop,Safari,iOS,Direct,/products,False,2025-12-19 22:29:17.998519,Japan
SES-00004331,USER-04626,24,322,0.543,Desktop,Edge,Android,Social,/home,True,2025-12-16 23:29:17.998523,UK
SES-00004332,USER-02206,1,859,0.014,Mobile,Firefox,MacOS,Paid,/blog,False,2026-01-04 22:29:17.998528,USA
SES-00004333,USER-00058,29,1371,0.7,Tablet,Firefox,Windows,Paid,/blog,False,2026-01-11 22:29:17.998532,Germany
SES-00004334,USER-00673,37,3327,0.751,Tablet,Chrome,Linux,Direct,/contact,False,2025-12-24 04:29:17.998537,India
SES-00004335,USER-00327,37,1791,0.287,Mobile,Edge,Linux,Referral,/contact,True,2026-01-05 18:29:17.998541,France
SES-00004336,USER-02219,27,2264,0.301,Mobile,Edge,iOS,Organic,/about,False,2025-12-19 08:29:17.998545,Japan
SES-00004337,USER-00286,30,908,0.819,Desktop,Firefox,Windows,Direct,/blog,False,2025-12-26 12:29:17.998550,UK
SES-00004338,USER-04185,31,1703,0.852,Desktop,Safari,MacOS,Direct,/products,False,2026-01-06 04:29:17.998560,Canada
SES-00004339,USER-00205,21,2952,0.759,Desktop,Safari,iOS,Direct,/contact,False,2025-12-17 23:29:17.998564,UK
SES-00004340,USER-03339,45,1670,0.264,Desktop,Firefox,MacOS,Organic,/contact,False,2025-12-17 07:29:17.998569,USA
SES-00004341,USER-01603,41,3513,0.88,Desktop,Firefox,Android,Referral,/contact,False,2025-12-16 05:29:17.998573,Canada
SES-00004342,USER-02855,42,743,0.513,Mobile,Safari,iOS,Referral,/home,False,2026-01-04 23:29:17.998578,Japan
SES-00004343,USER-00956,37,2903,0.489,Desktop,Firefox,Linux,Organic,/about,False,2025-12-30 00:29:17.998582,India
SES-00004344,USER-04629,17,1871,0.332,Mobile,Firefox,Android,Social,/home,False,2025-12-22 16:29:17.998587,UK
SES-00004345,USER-04852,49,3264,0.75,Desktop,Chrome,Linux,Paid,/blog,False,2025-12-16 12:29:17.998591,Canada
SES-00004346,USER-01244,8,3386,0.628,Mobile,Edge,Windows,Social,/contact,False,2025-12-24 01:29:17.998595,France
SES-00004347,USER-04117,15,89,0.194,Mobile,Chrome,Android,Direct,/blog,False,2026-01-13 18:29:17.998600,Germany
SES-00004348,USER-03424,43,1995,0.671,Desktop,Firefox,MacOS,Paid,/products,False,2026-01-06 05:29:17.998604,Germany
SES-00004349,USER-04664,6,1821,0.869,Desktop,Chrome,Linux,Social,/contact,False,2025-12-31 18:29:17.998609,Germany
SES-00004350,USER-03722,36,2430,0.623,Desktop,Safari,Windows,Referral,/about,True,2026-01-08 23:29:17.998613,Canada
SES-00004351,USER-01148,10,2696,0.786,Mobile,Edge,Linux,Direct,/blog,False,2025-12-26 16:29:17.998618,India
SES-00004352,USER-03188,22,1701,0.712,Mobile,Edge,Android,Social,/products,False,2026-01-04 10:29:17.998622,USA
SES-00004353,USER-04201,5,2492,0.438,Tablet,Safari,iOS,Direct,/about,False,2025-12-20 17:29:17.998627,Japan
SES-00004354,USER-02247,29,3500,0.115,Desktop,Edge,iOS,Paid,/about,False,2025-12-24 06:29:17.998631,Germany
SES-00004355,USER-04546,1,884,0.425,Mobile,Edge,Android,Social,/about,False,2026-01-08 17:29:17.998636,Japan
SES-00004356,USER-04253,33,3071,0.798,Mobile,Edge,MacOS,Paid,/about,False,2025-12-21 21:29:17.998640,Germany
SES-00004357,USER-02284,28,1925,0.829,Mobile,Chrome,Android,Social,/blog,False,2026-01-01 17:29:17.998644,Japan
SES-00004358,USER-04516,41,924,0.489,Desktop,Chrome,MacOS,Paid,/about,False,2026-01-08 18:29:17.998649,Canada
SES-00004359,USER-02624,15,272,0.849,Desktop,Safari,Windows,Referral,/home,False,2025-12-15 09:29:17.998653,Japan
SES-00004360,USER-03876,30,774,0.902,Mobile,Chrome,Android,Paid,/products,False,2026-01-05 10:29:17.998658,USA
SES-00004361,USER-01259,2,3027,0.143,Tablet,Safari,iOS,Direct,/home,False,2026-01-03 06:29:17.998662,Japan
SES-00004362,USER-01630,40,389,0.546,Desktop,Edge,MacOS,Direct,/home,True,2025-12-25 16:29:17.998667,Japan
SES-00004363,USER-03147,35,535,0.812,Mobile,Safari,Android,Paid,/about,True,2025-12-24 06:29:17.998671,France
SES-00004364,USER-00091,38,1325,0.848,Mobile,Safari,Windows,Direct,/contact,False,2026-01-10 20:29:17.998676,Germany
SES-00004365,USER-03590,48,1623,0.908,Desktop,Edge,iOS,Referral,/home,False,2026-01-09 13:29:17.998680,Germany
SES-00004366,USER-03857,32,3412,0.647,Desktop,Chrome,MacOS,Paid,/products,False,2026-01-10 15:29:17.998685,UK
SES-00004367,USER-04209,48,3542,0.497,Mobile,Safari,MacOS,Direct,/home,False,2025-12-29 12:29:17.998689,Japan
SES-00004368,USER-01133,45,2468,0.222,Mobile,Safari,iOS,Organic,/contact,False,2026-01-09 14:29:17.998694,France
SES-00004369,USER-02154,22,2516,0.555,Desktop,Safari,Linux,Organic,/blog,False,2025-12-20 04:29:17.998698,Japan
SES-00004370,USER-01038,30,166,0.619,Mobile,Chrome,Linux,Social,/about,False,2025-12-16 10:29:17.998702,Canada
SES-00004371,USER-02507,18,1607,0.746,Desktop,Safari,Windows,Organic,/products,True,2025-12-24 13:29:17.998707,Germany
SES-00004372,USER-00806,34,2603,0.952,Mobile,Safari,Linux,Paid,/home,False,2025-12-26 04:29:17.998711,UK
SES-00004373,USER-04505,35,2031,0.607,Tablet,Chrome,MacOS,Paid,/contact,False,2026-01-13 02:29:17.998716,Germany
SES-00004374,USER-04541,17,2092,0.827,Desktop,Chrome,iOS,Social,/about,False,2025-12-23 23:29:17.998720,India
SES-00004375,USER-02925,11,2009,0.845,Mobile,Edge,Android,Referral,/about,False,2026-01-01 22:29:17.998725,UK
SES-00004376,USER-03106,24,3135,0.778,Mobile,Safari,MacOS,Paid,/about,False,2026-01-13 09:29:17.998729,USA
SES-00004377,USER-01049,10,2423,0.293,Mobile,Chrome,MacOS,Referral,/home,True,2025-12-29 19:29:17.998734,Japan
SES-00004378,USER-00965,21,3002,0.23,Mobile,Safari,Android,Social,/blog,False,2025-12-30 03:29:17.998738,Japan
SES-00004379,USER-01145,18,2878,0.4,Mobile,Chrome,Android,Referral,/products,True,2025-12-15 05:29:17.998743,USA
SES-00004380,USER-01963,13,270,0.397,Desktop,Safari,MacOS,Organic,/home,False,2025-12-21 04:29:17.998747,UK
SES-00004381,USER-01883,40,2489,0.482,Mobile,Firefox,iOS,Paid,/blog,False,2025-12-30 00:29:17.998771,Japan
SES-00004382,USER-03112,5,3085,0.117,Mobile,Safari,Linux,Social,/blog,False,2026-01-04 19:29:17.998782,Japan
SES-00004383,USER-01941,6,888,0.256,Mobile,Firefox,Windows,Referral,/home,True,2025-12-14 22:29:17.998787,Canada
SES-00004384,USER-03532,36,723,0.035,Desktop,Firefox,Windows,Social,/products,False,2026-01-04 10:29:17.998792,USA
SES-00004385,USER-03516,25,3262,0.138,Desktop,Firefox,Windows,Social,/blog,True,2026-01-01 19:29:17.998803,Canada
