order_id,customer_id,product_id,product_name,category,quantity,unit_price,discount_pct,payment_method,shipping_method,region,country,order_date,delivery_status,customer_rating,total_amount
ORD-001144,CUST-00761,PROD-0092,Smartphone,Furniture,9,1868.19,15,Bank Transfer,Express,Africa,Brazil,2025-05-25 21:29:17.414347,Processing,3,14291.65
ORD-001145,CUST-00663,PROD-0018,Desk,Electronics,6,618.97,20,Credit Card,Overnight,North America,UK,2025-09-29 21:29:17.414354,Delivered,1,2971.06
ORD-001146,CUST-00183,PROD-0354,Tablet,Furniture,1,401.3,25,Cash,Express,North America,Japan,2025-11-06 21:29:17.414367,Delivered,4,300.98
ORD-001147,CUST-00848,PROD-0063,Chair,Electronics,5,543.61,5,PayPal,Overnight,Europe,China,2025-04-11 21:29:17.414375,Delivered,3,2582.15
ORD-001148,CUST-00095,PROD-0150,Tablet,Accessories,9,667.59,5,Bank Transfer,Standard,North America,USA,2025-02-12 21:29:17.414382,Delivered,5,5707.89
ORD-001149,CUST-00971,PROD-0139,Chair,Computing,5,954.35,25,Credit Card,Overnight,Asia,Brazil,2025-06-27 21:29:17.414389,Cancelled,3,3578.81
ORD-001150,CUST-00374,PROD-0186,Mouse,Accessories,6,148.01,20,Cash,Express,Europe,UK,2025-11-22 21:29:17.414396,Delivered,5,710.45
ORD-001151,CUST-00912,PROD-0185,Desk,Computing,3,114.82,0,Bank Transfer,Standard,Europe,France,2025-05-18 21:29:17.414403,Processing,4,344.46
ORD-001152,CUST-00520,PROD-0205,Mouse,Electronics,8,592.89,10,Credit Card,Standard,South America,Germany,2025-02-16 21:29:17.414410,Cancelled,4,4268.81
ORD-001153,CUST-00900,PROD-0260,Mouse,Accessories,4,598.57,10,Cash,Overnight,Asia,Germany,2025-07-23 21:29:17.414418,Delivered,3,2154.85
ORD-001154,CUST-00360,PROD-0214,Monitor,Computing,4,244.12,20,Bank Transfer,Standard,Europe,India,2025-12-03 21:29:17.414425,Delivered,3,781.18
ORD-001155,CUST-00900,PROD-0256,Laptop,Furniture,5,815.54,20,Cash,Overnight,Europe,Brazil,2025-04-29 21:29:17.414432,Delivered,5,3262.16
ORD-001156,CUST-00696,PROD-0135,Headphones,Electronics,9,575.22,15,Credit Card,Express,North America,Japan,2025-06-18 21:29:17.414439,Delivered,4,4400.43
ORD-001157,CUST-00281,PROD-0061,Webcam,Electronics,8,61.85,15,PayPal,Overnight,Europe,Brazil,2025-12-03 21:29:17.414447,In Transit,4,420.58
ORD-001158,CUST-00195,PROD-0363,Tablet,Furniture,7,1772.58,5,Bank Transfer,Standard,Europe,USA,2025-01-26 21:29:17.414453,Delivered,4,11787.66
ORD-001159,CUST-00864,PROD-0310,Smartphone,Furniture,5,1773.18,0,Credit Card,Overnight,Europe,USA,2025-07-28 21:29:17.414460,Delivered,3,8865.9
ORD-001160,CUST-00195,PROD-0088,Chair,Computing,9,426.27,0,Cash,Overnight,Europe,Germany,2025-04-30 21:29:17.414467,Processing,5,3836.43
ORD-001161,CUST-00667,PROD-0324,Mouse,Electronics,9,334.12,20,Credit Card,Express,South America,India,2025-02-11 21:29:17.414475,Cancelled,5,2405.66
ORD-001162,CUST-00093,PROD-0476,Laptop,Computing,2,1099.11,5,Credit Card,Overnight,Asia,Japan,2025-06-24 21:29:17.414482,Delivered,4,2088.31
ORD-001163,CUST-00672,PROD-0207,Mouse,Furniture,4,1265.2,5,PayPal,Express,South America,China,2025-02-11 21:29:17.414489,Processing,5,4807.76
ORD-001164,CUST-00946,PROD-0129,Desk,Electronics,8,1915.51,15,Bank Transfer,Standard,North America,Japan,2025-08-04 21:29:17.414496,Delivered,5,13025.47
ORD-001165,CUST-00061,PROD-0311,Monitor,Furniture,1,760.92,10,Credit Card,Standard,Africa,France,2025-10-01 21:29:17.414504,In Transit,3,684.83
ORD-001166,CUST-00634,PROD-0003,Smartphone,Computing,5,1240.22,0,PayPal,Overnight,Europe,Brazil,2025-07-20 21:29:17.414511,Delivered,3,6201.1
ORD-001167,CUST-00051,PROD-0462,Headphones,Computing,8,1757.58,5,PayPal,Overnight,North America,France,2025-07-07 21:29:17.414517,Cancelled,4,13357.61
ORD-001168,CUST-00403,PROD-0422,Desk,Computing,2,905.41,15,PayPal,Standard,Africa,France,2025-09-12 21:29:17.414524,Delivered,4,1539.2
ORD-001169,CUST-00789,PROD-0242,Keyboard,Electronics,2,253.47,15,Cash,Standard,Europe,Brazil,2025-06-30 21:29:17.414531,Delivered,4,430.9
ORD-001170,CUST-00005,PROD-0121,Smartphone,Furniture,8,761.12,15,PayPal,Standard,Europe,China,2025-10-07 21:29:17.414539,Delivered,4,5175.62
ORD-001171,CUST-00466,PROD-0385,Mouse,Furniture,9,281.77,10,PayPal,Overnight,Africa,UK,2026-01-08 21:29:17.414546,Delivered,4,2282.34
ORD-001172,CUST-00604,PROD-0102,Desk,Computing,7,43.11,5,PayPal,Standard,South America,Japan,2025-04-01 21:29:17.414553,Delivered,5,286.68
ORD-001173,CUST-00682,PROD-0038,Headphones,Computing,8,1505.59,20,PayPal,Overnight,Africa,Japan,2025-04-22 21:29:17.414560,Processing,2,9635.78
ORD-001174,CUST-00829,PROD-0341,Laptop,Computing,5,484.46,20,Bank Transfer,Standard,Africa,China,2025-12-02 21:29:17.414567,In Transit,5,1937.84
ORD-001175,CUST-00534,PROD-0496,Laptop,Computing,1,13.99,15,Bank Transfer,Standard,Asia,Brazil,2025-03-25 21:29:17.414574,In Transit,5,11.89
ORD-001176,CUST-00405,PROD-0413,Tablet,Accessories,4,1746.14,15,PayPal,Overnight,Europe,France,2025-08-26 21:29:17.414581,In Transit,5,5936.88
ORD-001177,CUST-00838,PROD-0133,Headphones,Accessories,2,893.14,10,Credit Card,Express,Europe,Germany,2025-04-20 21:29:17.414588,Cancelled,3,1607.65
ORD-001178,CUST-00513,PROD-0497,Laptop,Accessories,3,485.33,15,Cash,Overnight,South America,India,2025-12-06 21:29:17.414595,In Transit,2,1237.59
ORD-001179,CUST-00645,PROD-0202,Desk,Computing,3,532.95,25,Credit Card,Express,South America,France,2025-08-05 21:29:17.414602,Delivered,4,1199.14
ORD-001180,CUST-00233,PROD-0348,Tablet,Computing,9,488.67,5,Credit Card,Overnight,Asia,UK,2025-07-03 21:29:17.414609,In Transit,5,4178.13
ORD-001181,CUST-00524,PROD-0021,Laptop,Furniture,4,397.17,15,PayPal,Express,Asia,China,2025-02-24 21:29:17.414615,Delivered,5,1350.38
ORD-001182,CUST-00346,PROD-0242,Smartphone,Electronics,2,1684.04,15,Credit Card,Express,Asia,Brazil,2025-10-02 21:29:17.414622,Cancelled,4,2862.87
ORD-001183,CUST-00046,PROD-0455,Monitor,Furniture,3,348.96,5,Bank Transfer,Express,South America,India,2025-05-14 21:29:17.414629,Delivered,3,994.54
ORD-001184,CUST-00546,PROD-0451,Keyboard,Accessories,3,1128.09,0,Bank Transfer,Overnight,Africa,Germany,2025-11-10 21:29:17.414636,Delivered,5,3384.27
ORD-001185,CUST-00945,PROD-0109,Headphones,Furniture,7,163.87,25,Cash,Overnight,Europe,Japan,2025-06-27 21:29:17.414642,Delivered,5,860.32
ORD-001186,CUST-00078,PROD-0303,Desk,Computing,8,1899.55,25,Bank Transfer,Overnight,Europe,UK,2025-05-17 21:29:17.414649,Delivered,5,11397.3
ORD-001187,CUST-00730,PROD-0084,Chair,Accessories,6,1210.59,20,Bank Transfer,Express,North America,UK,2026-01-07 21:29:17.414656,Delivered,5,5810.83
ORD-001188,CUST-00813,PROD-0083,Mouse,Accessories,4,1807.27,15,PayPal,Express,South America,India,2025-06-09 21:29:17.414663,Cancelled,4,6144.72
ORD-001189,CUST-00923,PROD-0291,Desk,Electronics,6,801.78,5,Bank Transfer,Overnight,South America,China,2026-01-11 21:29:17.414669,Delivered,5,4570.15
ORD-001190,CUST-00073,PROD-0452,Laptop,Electronics,1,1623.24,20,Credit Card,Overnight,Asia,Germany,2025-02-06 21:29:17.414676,Delivered,5,1298.59
ORD-001191,CUST-00794,PROD-0069,Desk,Accessories,8,1708.77,10,Credit Card,Standard,North America,France,2025-03-15 21:29:17.414691,Delivered,5,12303.14
ORD-001192,CUST-00249,PROD-0129,Chair,Accessories,1,1408.87,0,Bank Transfer,Standard,North America,France,2025-03-06 21:29:17.414698,Delivered,4,1408.87
ORD-001193,CUST-00047,PROD-0196,Mouse,Furniture,5,194.97,15,Cash,Standard,South America,USA,2025-04-05 21:29:17.414705,Delivered,5,828.62
ORD-001194,CUST-00121,PROD-0140,Tablet,Accessories,2,42.0,0,Cash,Standard,Asia,Germany,2025-12-23 21:29:17.414712,Delivered,5,84.0
ORD-001195,CUST-00214,PROD-0444,Laptop,Computing,6,345.43,15,Cash,Standard,Europe,France,2025-10-12 21:29:17.414719,Delivered,4,1761.69
ORD-001196,CUST-00239,PROD-0283,Webcam,Furniture,9,245.01,15,Bank Transfer,Overnight,Asia,UK,2025-01-22 21:29:17.414725,Delivered,4,1874.33
ORD-001197,CUST-00056,PROD-0312,Laptop,Computing,5,1453.02,15,Cash,Express,Europe,China,2025-11-04 21:29:17.414732,Delivered,5,6175.34
ORD-001198,CUST-00350,PROD-0234,Keyboard,Computing,4,1118.44,0,Bank Transfer,Express,South America,France,2025-06-06 21:29:17.414739,In Transit,5,4473.76
ORD-001199,CUST-00107,PROD-0023,Webcam,Computing,2,1056.64,25,Credit Card,Overnight,Asia,China,2026-01-01 21:29:17.414746,Delivered,2,1584.96
ORD-001200,CUST-00831,PROD-0153,Keyboard,Accessories,3,513.21,10,Cash,Overnight,North America,India,2026-01-09 21:29:17.414788,Delivered,5,1385.67
ORD-001201,CUST-00048,PROD-0277,Chair,Electronics,6,317.67,25,Cash,Overnight,Africa,India,2025-12-23 21:29:17.414802,Delivered,4,1429.52
ORD-001202,CUST-00573,PROD-0061,Headphones,Electronics,8,421.03,5,Cash,Standard,North America,France,2025-03-11 21:29:17.414809,Delivered,5,3199.83
ORD-001203,CUST-00337,PROD-0319,Mouse,Computing,8,806.55,5,Credit Card,Standard,Europe,China,2025-03-25 21:29:17.414816,Delivered,5,6129.78
ORD-001204,CUST-00026,PROD-0378,Monitor,Accessories,5,1482.88,25,Bank Transfer,Standard,South America,UK,2025-12-08 21:29:17.414823,Delivered,4,5560.8
ORD-001205,CUST-00804,PROD-0052,Tablet,Furniture,5,516.49,10,Credit Card,Overnight,Asia,Germany,2025-12-14 21:29:17.414830,Cancelled,5,2324.2
ORD-001206,CUST-00257,PROD-0344,Monitor,Computing,3,1400.24,10,Credit Card,Overnight,South America,USA,2025-11-13 21:29:17.414837,Delivered,4,3780.65
ORD-001207,CUST-00008,PROD-0153,Smartphone,Furniture,7,988.11,15,PayPal,Express,South America,China,2025-06-07 21:29:17.414844,Delivered,5,5879.25
ORD-001208,CUST-00625,PROD-0237,Smartphone,Furniture,6,1772.03,15,Cash,Overnight,Europe,France,2025-01-20 21:29:17.414850,Delivered,2,9037.35
ORD-001209,CUST-00867,PROD-0311,Chair,Accessories,1,473.5,5,Bank Transfer,Standard,South America,China,2025-10-25 21:29:17.414857,Delivered,3,449.82
ORD-001210,CUST-00253,PROD-0302,Headphones,Accessories,4,907.2,15,Bank Transfer,Express,Asia,China,2025-05-26 21:29:17.414864,Delivered,5,3084.48
ORD-001211,CUST-00692,PROD-0032,Smartphone,Electronics,6,202.36,15,PayPal,Overnight,North America,France,2026-01-08 21:29:17.414871,Delivered,5,1032.04
ORD-001212,CUST-00719,PROD-0055,Laptop,Electronics,6,676.95,10,PayPal,Express,South America,Brazil,2025-10-01 21:29:17.414877,Processing,4,3655.53
ORD-001213,CUST-00303,PROD-0352,Desk,Accessories,3,1018.69,0,Credit Card,Express,Asia,France,2025-02-11 21:29:17.414884,Delivered,4,3056.07
ORD-001214,CUST-00639,PROD-0389,Keyboard,Computing,6,1468.15,25,PayPal,Overnight,Asia,Germany,2025-08-05 21:29:17.414891,Delivered,4,6606.68
ORD-001215,CUST-00056,PROD-0036,Smartphone,Electronics,6,404.17,20,Bank Transfer,Standard,Europe,UK,2025-02-05 21:29:17.414897,In Transit,5,1940.02
ORD-001216,CUST-00726,PROD-0110,Chair,Furniture,9,444.0,20,Bank Transfer,Standard,South America,India,2025-11-23 21:29:17.414904,Delivered,3,3196.8
ORD-001217,CUST-00526,PROD-0490,Keyboard,Computing,9,1266.84,15,Bank Transfer,Express,Europe,UK,2025-08-09 21:29:17.414911,Delivered,4,9691.33
ORD-001218,CUST-00474,PROD-0177,Laptop,Furniture,2,771.09,15,Credit Card,Overnight,North America,India,2026-01-01 21:29:17.414918,Delivered,5,1310.85
ORD-001219,CUST-00028,PROD-0362,Headphones,Accessories,4,969.37,25,Cash,Overnight,North America,UK,2025-07-12 21:29:17.414925,Delivered,5,2908.11
ORD-001220,CUST-00983,PROD-0314,Mouse,Furniture,9,1673.91,20,Cash,Standard,Asia,UK,2025-06-06 21:29:17.414931,In Transit,2,12052.15
ORD-001221,CUST-00078,PROD-0295,Monitor,Computing,4,1003.18,10,Credit Card,Overnight,South America,UK,2025-05-18 21:29:17.414938,Delivered,5,3611.45
ORD-001222,CUST-00216,PROD-0336,Laptop,Accessories,8,1308.47,20,Bank Transfer,Overnight,Asia,India,2025-03-11 21:29:17.414945,Delivered,5,8374.21
ORD-001223,CUST-00386,PROD-0097,Tablet,Computing,3,1316.98,20,Bank Transfer,Express,South America,Brazil,2025-08-19 21:29:17.414952,In Transit,3,3160.75
ORD-001224,CUST-00365,PROD-0369,Webcam,Furniture,3,1609.19,20,Credit Card,Overnight,Europe,UK,2025-11-20 21:29:17.414958,Delivered,5,3862.06
ORD-001225,CUST-00666,PROD-0213,Chair,Computing,9,1279.9,15,Credit Card,Overnight,North America,France,2025-11-16 21:29:17.414965,Delivered,5,9791.24
ORD-001226,CUST-00526,PROD-0317,Monitor,Accessories,8,138.97,15,PayPal,Overnight,North America,France,2025-06-30 21:29:17.414973,Delivered,3,945.0
ORD-001227,CUST-00699,PROD-0137,Tablet,Furniture,1,690.92,25,Credit Card,Standard,Europe,UK,2025-10-08 21:29:17.414979,Processing,4,518.19
ORD-001228,CUST-00312,PROD-0006,Mouse,Furniture,2,1978.74,20,Cash,Standard,Africa,UK,2025-08-11 21:29:17.414986,In Transit,5,3165.98
ORD-001229,CUST-00883,PROD-0499,Tablet,Electronics,3,401.06,15,Credit Card,Express,Africa,Germany,2025-05-09 21:29:17.414992,Delivered,3,1022.7
ORD-001230,CUST-00007,PROD-0109,Headphones,Electronics,2,1177.59,25,Bank Transfer,Standard,Africa,China,2025-07-18 21:29:17.414999,In Transit,4,1766.38
ORD-001231,CUST-00003,PROD-0035,Webcam,Computing,3,1687.45,20,Bank Transfer,Standard,South America,Germany,2025-11-01 21:29:17.415012,In Transit,3,4049.88
ORD-001232,CUST-00623,PROD-0039,Keyboard,Electronics,8,1177.25,10,Bank Transfer,Standard,Europe,Japan,2025-11-14 21:29:17.415019,Cancelled,4,8476.2
ORD-001233,CUST-00919,PROD-0150,Monitor,Electronics,6,750.82,15,Cash,Standard,South America,France,2025-11-30 21:29:17.415026,Delivered,3,3829.18
ORD-001234,CUST-00750,PROD-0425,Webcam,Electronics,7,169.65,0,Cash,Express,South America,Brazil,2025-09-01 21:29:17.415032,Processing,4,1187.55
ORD-001235,CUST-00363,PROD-0118,Desk,Electronics,6,729.71,25,PayPal,Overnight,Europe,UK,2025-06-18 21:29:17.415039,Delivered,3,3283.7
ORD-001236,CUST-00751,PROD-0261,Laptop,Accessories,1,372.31,15,Credit Card,Overnight,South America,Brazil,2025-10-20 21:29:17.415046,Processing,4,316.46
ORD-001237,CUST-00508,PROD-0426,Desk,Accessories,3,1922.12,10,PayPal,Overnight,Europe,China,2025-04-19 21:29:17.415052,Delivered,4,5189.72
ORD-001238,CUST-00274,PROD-0087,Laptop,Electronics,1,1432.91,10,Credit Card,Express,Africa,Brazil,2025-03-28 21:29:17.415059,Delivered,5,1289.62
ORD-001239,CUST-00506,PROD-0465,Headphones,Computing,9,1501.27,15,Credit Card,Standard,Africa,France,2025-04-25 21:29:17.415066,In Transit,5,11484.72
ORD-001240,CUST-00806,PROD-0076,Webcam,Accessories,9,877.58,5,Cash,Express,South America,Brazil,2025-04-21 21:29:17.415073,In Transit,2,7503.31
ORD-001241,CUST-00739,PROD-0471,Mouse,Electronics,5,228.83,25,Bank Transfer,Express,North America,Japan,2025-06-03 21:29:17.415080,Delivered,5,858.11
ORD-001242,CUST-00883,PROD-0464,Smartphone,Accessories,4,540.77,20,Credit Card,Express,Europe,India,2025-06-12 21:29:17.415088,Delivered,5,1730.46
ORD-001243,CUST-00015,PROD-0451,Tablet,Furniture,9,526.83,20,Cash,Overnight,Asia,Germany,2025-01-17 21:29:17.415095,Delivered,5,3793.18
ORD-001244,CUST-00192,PROD-0414,Smartphone,Accessories,9,978.69,10,PayPal,Standard,Asia,Japan,2025-05-28 21:29:17.415102,Delivered,4,7927.39
ORD-001245,CUST-00985,PROD-0313,Webcam,Accessories,3,927.35,15,Bank Transfer,Overnight,South America,USA,2025-07-08 21:29:17.415109,Delivered,3,2364.74
ORD-001246,CUST-00631,PROD-0383,Desk,Computing,5,872.48,5,PayPal,Express,North America,Brazil,2025-08-25 21:29:17.415117,Delivered,5,4144.28
ORD-001247,CUST-00485,PROD-0214,Smartphone,Accessories,3,997.0,25,PayPal,Express,Europe,India,2025-07-21 21:29:17.415124,Delivered,1,2243.25
ORD-001248,CUST-00028,PROD-0457,Chair,Computing,2,1974.18,0,Cash,Overnight,Africa,Germany,2025-11-24 21:29:17.415131,Delivered,5,3948.36
ORD-001249,CUST-00714,PROD-0285,Smartphone,Furniture,1,603.72,20,Bank Transfer,Overnight,South America,India,2025-07-08 21:29:17.415138,Delivered,4,482.98
ORD-001250,CUST-00039,PROD-0239,Laptop,Electronics,2,1234.39,25,Credit Card,Overnight,Europe,France,2026-01-09 21:29:17.415145,Processing,5,1851.58
ORD-001251,CUST-00953,PROD-0165,Chair,Computing,8,486.62,25,PayPal,Standard,Europe,Germany,2025-06-17 21:29:17.415151,Delivered,4,2919.72
ORD-001252,CUST-00273,PROD-0087,Monitor,Accessories,8,938.55,5,Credit Card,Overnight,Europe,Japan,2025-07-03 21:29:17.415158,Delivered,4,7132.98
ORD-001253,CUST-00231,PROD-0141,Smartphone,Accessories,3,408.1,25,Bank Transfer,Standard,North America,India,2026-01-13 21:29:17.415165,Processing,5,918.23
ORD-001254,CUST-00086,PROD-0160,Chair,Computing,7,1120.8,20,Cash,Standard,Europe,UK,2025-10-02 21:29:17.415172,Delivered,1,6276.48
ORD-001255,CUST-00474,PROD-0046,Webcam,Furniture,7,537.37,15,Cash,Overnight,North America,China,2025-01-18 21:29:17.415179,Delivered,2,3197.35
ORD-001256,CUST-00126,PROD-0372,Tablet,Electronics,2,83.21,20,Cash,Express,North America,Japan,2025-10-05 21:29:17.415186,Delivered,3,133.14
ORD-001257,CUST-00812,PROD-0495,Monitor,Accessories,9,1632.39,0,Credit Card,Express,Europe,Japan,2025-09-08 21:29:17.415193,Delivered,3,14691.51
ORD-001258,CUST-00537,PROD-0112,Mouse,Furniture,3,265.23,15,Credit Card,Standard,Africa,Brazil,2025-01-26 21:29:17.415200,Delivered,1,676.34
ORD-001259,CUST-00145,PROD-0407,Mouse,Electronics,2,742.4,10,Bank Transfer,Standard,Europe,India,2025-03-15 21:29:17.415207,Delivered,5,1336.32
ORD-001260,CUST-00525,PROD-0045,Headphones,Electronics,3,959.58,5,Credit Card,Standard,Africa,Brazil,2025-05-10 21:29:17.415214,Processing,5,2734.8
ORD-001261,CUST-00212,PROD-0401,Smartphone,Accessories,2,870.64,20,Cash,Express,South America,UK,2025-01-28 21:29:17.415221,Delivered,5,1393.02
ORD-001262,CUST-00025,PROD-0247,Tablet,Computing,8,1454.07,15,PayPal,Standard,Asia,China,2025-03-29 21:29:17.415228,In Transit,4,9887.68
ORD-001263,CUST-00580,PROD-0104,Keyboard,Accessories,5,1197.59,25,PayPal,Standard,South America,India,2025-04-20 21:29:17.415235,Delivered,4,4490.96
ORD-001264,CUST-00394,PROD-0085,Chair,Accessories,3,597.79,15,PayPal,Express,North America,France,2025-12-07 21:29:17.415242,Delivered,5,1524.36
ORD-001265,CUST-00067,PROD-0450,Monitor,Accessories,5,112.89,20,Cash,Overnight,South America,China,2025-02-14 21:29:17.415249,Delivered,5,451.56
ORD-001266,CUST-00233,PROD-0485,Webcam,Furniture,8,1537.51,10,Credit Card,Express,Asia,Brazil,2025-05-09 21:29:17.415256,Delivered,5,11070.07
ORD-001267,CUST-00109,PROD-0134,Smartphone,Computing,7,711.53,20,PayPal,Overnight,Asia,France,2025-06-07 21:29:17.415263,In Transit,4,3984.57
ORD-001268,CUST-00146,PROD-0108,Webcam,Furniture,6,1780.55,10,Credit Card,Overnight,Africa,Germany,2025-11-12 21:29:17.415270,Delivered,5,9614.97
ORD-001269,CUST-00111,PROD-0018,Keyboard,Accessories,1,796.16,25,Credit Card,Standard,South America,India,2025-05-06 21:29:17.415277,Delivered,3,597.12
ORD-001270,CUST-00228,PROD-0094,Headphones,Computing,1,1438.14,20,Cash,Standard,North America,Japan,2025-04-24 21:29:17.415284,Delivered,1,1150.51
ORD-001271,CUST-00111,PROD-0150,Keyboard,Electronics,1,1879.73,15,Credit Card,Overnight,North America,Germany,2025-08-03 21:29:17.415291,Delivered,5,1597.77
ORD-001272,CUST-00470,PROD-0246,Laptop,Computing,8,1305.79,0,Credit Card,Standard,Africa,UK,2025-12-22 21:29:17.415298,In Transit,4,10446.32
ORD-001273,CUST-00034,PROD-0289,Desk,Accessories,8,832.84,0,Cash,Overnight,Africa,USA,2025-10-27 21:29:17.415304,In Transit,3,6662.72
ORD-001274,CUST-00623,PROD-0414,Monitor,Computing,7,1139.12,25,Bank Transfer,Standard,South America,Brazil,2025-09-18 21:29:17.415311,In Transit,5,5980.38
ORD-001275,CUST-00776,PROD-0209,Desk,Electronics,6,1091.46,15,PayPal,Express,Africa,France,2025-07-13 21:29:17.415318,Delivered,5,5566.45
ORD-001276,CUST-00936,PROD-0126,Keyboard,Electronics,4,1173.79,0,PayPal,Overnight,Asia,UK,2025-11-16 21:29:17.415325,Delivered,5,4695.16
ORD-001277,CUST-00369,PROD-0235,Headphones,Computing,1,302.17,25,Credit Card,Overnight,North America,France,2025-03-17 21:29:17.415332,Delivered,4,226.63
ORD-001278,CUST-00748,PROD-0416,Headphones,Electronics,9,1400.03,10,Bank Transfer,Standard,Asia,Germany,2025-05-07 21:29:17.415339,Delivered,1,11340.24
ORD-001279,CUST-00595,PROD-0426,Mouse,Furniture,1,298.64,15,Cash,Express,Europe,USA,2025-10-17 21:29:17.415345,Delivered,4,253.84
ORD-001280,CUST-00554,PROD-0499,Smartphone,Computing,4,39.09,10,Credit Card,Standard,Asia,Brazil,2025-05-30 21:29:17.415352,Cancelled,5,140.72
ORD-001281,CUST-00425,PROD-0462,Mouse,Electronics,3,1253.31,15,Cash,Express,North America,China,2025-02-05 21:29:17.415359,Cancelled,3,3195.94
ORD-001282,CUST-00613,PROD-0122,Monitor,Electronics,7,242.66,10,PayPal,Standard,Europe,Japan,2025-02-17 21:29:17.415366,Processing,4,1528.76
ORD-001283,CUST-00518,PROD-0138,Monitor,Computing,5,1543.12,10,Cash,Overnight,South America,China,2025-05-21 21:29:17.415373,Delivered,4,6944.04
ORD-001284,CUST-00692,PROD-0495,Monitor,Furniture,5,1733.27,0,PayPal,Express,Europe,France,2025-03-28 21:29:17.415380,Delivered,1,8666.35
ORD-001285,CUST-00282,PROD-0115,Webcam,Computing,4,1890.03,15,Cash,Express,Africa,Japan,2025-03-25 21:29:17.415387,Processing,5,6426.1
ORD-001286,CUST-00320,PROD-0420,Mouse,Electronics,1,1332.31,20,Cash,Standard,North America,Brazil,2025-02-27 21:29:17.415394,In Transit,3,1065.85
ORD-001287,CUST-00738,PROD-0162,Webcam,Computing,5,969.21,0,Bank Transfer,Express,Africa,India,2025-12-01 21:29:17.415401,In Transit,5,4846.05
ORD-001288,CUST-00443,PROD-0201,Desk,Electronics,4,711.04,10,Cash,Standard,Asia,India,2025-02-15 21:29:17.415408,Delivered,4,2559.74
ORD-001289,CUST-00952,PROD-0234,Smartphone,Accessories,8,986.94,10,Credit Card,Express,South America,Germany,2025-10-26 21:29:17.415415,In Transit,4,7105.97
ORD-001290,CUST-00315,PROD-0028,Keyboard,Computing,2,388.8,20,Bank Transfer,Standard,North America,France,2025-07-24 21:29:17.415422,Delivered,5,622.08
ORD-001291,CUST-00877,PROD-0011,Chair,Computing,8,703.36,20,Credit Card,Standard,South America,China,2025-08-26 21:29:17.415429,Delivered,5,4501.5
ORD-001292,CUST-00966,PROD-0206,Mouse,Electronics,1,1438.68,10,Cash,Standard,North America,Germany,2025-12-08 21:29:17.415436,Processing,5,1294.81
ORD-001293,CUST-00741,PROD-0167,Chair,Electronics,4,442.67,20,Cash,Overnight,Africa,India,2025-12-31 21:29:17.415442,Delivered,5,1416.54
ORD-001294,CUST-00377,PROD-0247,Headphones,Electronics,3,535.49,5,Bank Transfer,Express,Asia,Japan,2025-09-14 21:29:17.415449,Delivered,4,1526.15
ORD-001295,CUST-00289,PROD-0047,Mouse,Electronics,5,1501.16,0,PayPal,Overnight,Europe,Germany,2025-05-21 21:29:17.415456,Delivered,4,7505.8
ORD-001296,CUST-00437,PROD-0246,Desk,Computing,5,363.89,15,Bank Transfer,Overnight,South America,Brazil,2025-11-20 21:29:17.415464,Delivered,4,1546.53
ORD-001297,CUST-00662,PROD-0127,Mouse,Electronics,5,499.32,20,PayPal,Overnight,North America,India,2025-12-23 21:29:17.415470,Delivered,5,1997.28
ORD-001298,CUST-00277,PROD-0147,Webcam,Computing,4,44.92,20,PayPal,Overnight,North America,Brazil,2025-02-08 21:29:17.415477,Delivered,4,143.74
ORD-001299,CUST-00710,PROD-0118,Smartphone,Furniture,8,1442.9,5,Cash,Express,South America,Brazil,2025-06-25 21:29:17.415484,Delivered,3,10966.04
ORD-001300,CUST-00582,PROD-0399,Keyboard,Computing,3,1239.63,15,Credit Card,Express,Europe,Brazil,2025-02-02 21:29:17.415491,Delivered,5,3161.06
ORD-001301,CUST-00503,PROD-0382,Tablet,Electronics,4,1391.83,5,Bank Transfer,Overnight,Asia,Brazil,2025-12-30 21:29:17.415498,In Transit,4,5288.95
ORD-001302,CUST-00624,PROD-0412,Keyboard,Electronics,1,436.51,15,Bank Transfer,Express,North America,Germany,2025-12-15 21:29:17.415505,Delivered,4,371.03
ORD-001303,CUST-00516,PROD-0152,Keyboard,Furniture,7,1377.88,0,Cash,Express,North America,Germany,2025-12-16 21:29:17.415512,Processing,1,9645.16
ORD-001304,CUST-00350,PROD-0072,Headphones,Computing,1,1196.79,20,Cash,Standard,South America,UK,2025-05-07 21:29:17.415519,Delivered,5,957.43
ORD-001305,CUST-00843,PROD-0363,Desk,Furniture,2,738.58,0,Bank Transfer,Express,South America,India,2025-08-07 21:29:17.415525,Delivered,5,1477.16
ORD-001306,CUST-00446,PROD-0137,Chair,Computing,7,881.27,15,Bank Transfer,Overnight,North America,UK,2025-09-19 21:29:17.415532,Delivered,4,5243.56
ORD-001307,CUST-00830,PROD-0175,Desk,Electronics,1,1140.16,20,Credit Card,Express,North America,France,2025-08-09 21:29:17.415539,Delivered,4,912.13
ORD-001308,CUST-00350,PROD-0289,Tablet,Computing,3,991.65,5,Cash,Overnight,North America,Germany,2025-09-28 21:29:17.415546,In Transit,4,2826.2
ORD-001309,CUST-00607,PROD-0446,Headphones,Electronics,6,1287.24,10,Credit Card,Express,Africa,India,2025-09-21 21:29:17.415553,Delivered,4,6951.1
