device_id,sensor_type,location,floor,reading_value,unit,timestamp,battery_level,signal_strength,status
IOT-018,Temperature,Building A,6,59.95,Celsius,2025-12-23 20:29:17.580806,71,-53,Warning
IOT-068,Temperature,Building A,5,45.97,Pascal,2025-12-26 09:29:17.580811,43,-82,Active
IOT-061,Pressure,Warehouse,9,51.35,Boolean,2025-12-27 01:29:17.580815,51,-72,Active
IOT-072,Pressure,Building C,6,82.36,Pascal,2026-01-06 21:29:17.580820,90,-59,Warning
IOT-046,Temperature,Building C,9,66.79,Boolean,2026-01-11 20:29:17.580824,13,-80,Active
IOT-094,Motion,Building B,4,75.89,Percent,2025-12-31 04:29:17.580829,72,-34,Warning
IOT-048,Humidity,Building C,3,38.52,Pascal,2025-12-16 11:29:17.580833,32,-37,Active
IOT-020,Humidity,Warehouse,6,92.48,Percent,2026-01-06 21:29:17.580837,20,-63,Active
IOT-072,Pressure,Building A,1,17.99,Percent,2025-12-19 03:29:17.580842,32,-42,Active
IOT-069,Motion,Warehouse,10,65.63,Pascal,2026-01-10 03:29:17.580846,70,-55,Active
IOT-034,Pressure,Building B,5,84.05,Pascal,2025-12-23 06:29:17.580851,78,-70,Active
IOT-007,Humidity,Building A,2,88.63,Celsius,2025-12-29 05:29:17.580855,61,-89,Warning
IOT-050,Humidity,Building B,6,42.16,Percent,2025-12-22 20:29:17.580860,70,-84,Warning
IOT-053,Motion,Building B,3,54.08,Boolean,2025-12-15 19:29:17.580864,14,-39,Active
IOT-086,Humidity,Building C,9,17.97,Pascal,2026-01-07 13:29:17.580869,26,-66,Active
IOT-073,Humidity,Building A,2,82.13,Percent,2026-01-11 19:29:17.580873,96,-49,Active
IOT-011,Motion,Building B,1,25.59,Percent,2025-12-18 05:29:17.580878,43,-55,Active
IOT-076,Humidity,Building B,7,51.39,Boolean,2025-12-30 00:29:17.580882,25,-34,Active
IOT-008,Pressure,Building B,5,99.22,Pascal,2026-01-06 13:29:17.580886,13,-70,Active
IOT-032,Pressure,Warehouse,1,93.01,Pascal,2025-12-25 16:29:17.580891,61,-53,Warning
IOT-063,Pressure,Building B,5,43.05,Percent,2025-12-17 17:29:17.580895,29,-50,Active
IOT-055,Pressure,Building C,4,34.03,Pascal,2025-12-30 13:29:17.580900,57,-78,Active
IOT-059,Temperature,Building C,1,36.39,Percent,2025-12-31 14:29:17.580904,60,-65,Active
IOT-063,Humidity,Building A,8,73.21,Boolean,2025-12-23 06:29:17.580909,54,-68,Active
IOT-017,Humidity,Building B,4,76.69,Celsius,2026-01-07 19:29:17.580913,89,-78,Warning
IOT-026,Pressure,Building A,10,33.4,Celsius,2026-01-11 08:29:17.580918,58,-55,Warning
IOT-051,Humidity,Building A,7,35.4,Boolean,2025-12-29 08:29:17.580922,65,-62,Active
IOT-033,Temperature,Building C,6,42.49,Pascal,2026-01-01 01:29:17.580927,12,-82,Warning
IOT-026,Temperature,Building B,9,51.82,Boolean,2025-12-18 21:29:17.580931,51,-71,Active
IOT-022,Temperature,Building C,1,92.99,Percent,2025-12-29 21:29:17.580936,80,-70,Active
IOT-067,Motion,Warehouse,10,17.25,Celsius,2025-12-29 09:29:17.580940,51,-50,Warning
IOT-095,Pressure,Building B,9,69.25,Percent,2026-01-13 19:29:17.580944,94,-83,Warning
IOT-078,Humidity,Building B,8,88.24,Pascal,2025-12-22 09:29:17.580949,38,-65,Active
IOT-082,Temperature,Building A,5,76.49,Celsius,2026-01-10 14:29:17.580953,26,-53,Active
IOT-098,Temperature,Building A,3,33.42,Boolean,2025-12-28 15:29:17.580958,94,-64,Active
IOT-063,Humidity,Building C,10,55.52,Celsius,2025-12-21 00:29:17.580962,37,-37,Active
IOT-017,Humidity,Warehouse,2,92.37,Boolean,2025-12-20 01:29:17.580966,69,-68,Active
IOT-041,Motion,Building C,9,24.84,Boolean,2026-01-04 00:29:17.580971,96,-60,Error
IOT-076,Temperature,Warehouse,3,98.94,Percent,2025-12-16 11:29:17.580975,56,-77,Active
IOT-039,Temperature,Building B,4,27.21,Celsius,2026-01-02 06:29:17.580980,20,-74,Active
IOT-033,Motion,Building A,6,27.11,Boolean,2026-01-04 16:29:17.580984,74,-39,Active
IOT-032,Motion,Building A,5,84.09,Percent,2026-01-03 14:29:17.580989,69,-83,Active
IOT-021,Humidity,Building B,6,85.41,Percent,2025-12-29 10:29:17.580994,97,-81,Active
IOT-053,Pressure,Warehouse,2,18.22,Pascal,2025-12-21 00:29:17.580998,70,-76,Active
IOT-064,Humidity,Building C,5,29.31,Pascal,2025-12-21 00:29:17.581002,86,-33,Active
IOT-078,Motion,Building B,4,95.62,Boolean,2025-12-25 19:29:17.581007,52,-60,Active
IOT-066,Pressure,Building A,1,38.74,Celsius,2025-12-25 15:29:17.581011,48,-68,Active
IOT-049,Motion,Warehouse,4,16.04,Pascal,2025-12-29 12:29:17.581016,10,-57,Warning
IOT-071,Temperature,Building C,2,36.59,Boolean,2025-12-29 14:29:17.581020,18,-68,Active
IOT-079,Motion,Building B,7,77.51,Celsius,2025-12-26 15:29:17.581025,94,-70,Active
IOT-031,Pressure,Building A,7,92.9,Pascal,2026-01-13 08:29:17.581029,83,-81,Active
IOT-092,Pressure,Warehouse,5,28.19,Pascal,2025-12-19 14:29:17.581034,18,-69,Active
IOT-041,Temperature,Building C,1,34.08,Boolean,2025-12-21 00:29:17.581038,12,-49,Active
IOT-072,Temperature,Building B,1,52.53,Boolean,2025-12-22 12:29:17.581043,38,-32,Active
IOT-071,Pressure,Building C,7,78.61,Celsius,2026-01-13 17:29:17.581047,95,-62,Active
IOT-036,Humidity,Building B,10,70.99,Pascal,2026-01-05 10:29:17.581051,51,-42,Active
IOT-074,Motion,Warehouse,1,42.84,Boolean,2025-12-22 09:29:17.581056,52,-74,Active
IOT-039,Humidity,Building A,2,20.64,Percent,2025-12-17 05:29:17.581060,33,-63,Active
IOT-094,Temperature,Building B,4,36.5,Pascal,2025-12-26 17:29:17.581065,12,-51,Error
IOT-041,Motion,Building B,5,33.66,Boolean,2026-01-10 14:29:17.581069,17,-33,Active
IOT-041,Motion,Warehouse,1,16.79,Percent,2025-12-30 18:29:17.581074,54,-68,Active
IOT-005,Temperature,Warehouse,1,97.88,Celsius,2025-12-24 23:29:17.581078,35,-47,Active
IOT-085,Humidity,Building A,3,36.71,Celsius,2026-01-10 19:29:17.581083,60,-90,Active
IOT-006,Humidity,Warehouse,1,86.11,Pascal,2025-12-21 06:29:17.581087,64,-49,Active
IOT-062,Temperature,Building C,3,56.21,Pascal,2025-12-26 09:29:17.581092,42,-89,Active
IOT-016,Humidity,Building C,5,97.64,Pascal,2025-12-22 06:29:17.581096,44,-74,Active
IOT-080,Pressure,Building A,3,27.71,Pascal,2026-01-03 22:29:17.581100,89,-57,Active
IOT-088,Temperature,Building A,10,24.41,Percent,2025-12-17 22:29:17.581105,20,-78,Active
IOT-019,Pressure,Warehouse,8,15.21,Pascal,2025-12-25 07:29:17.581109,58,-84,Active
IOT-083,Pressure,Building C,5,76.07,Celsius,2026-01-05 14:29:17.581114,88,-65,Active
IOT-037,Pressure,Warehouse,5,41.04,Pascal,2025-12-28 20:29:17.581118,34,-33,Active
IOT-064,Motion,Building A,6,88.98,Boolean,2025-12-27 19:29:17.581123,87,-63,Warning
IOT-059,Pressure,Building C,4,68.87,Pascal,2026-01-01 13:29:17.581127,82,-84,Active
IOT-097,Humidity,Building A,5,64.08,Percent,2025-12-29 14:29:17.581131,19,-32,Error
IOT-069,Temperature,Building A,6,56.39,Pascal,2025-12-28 09:29:17.581136,96,-82,Active
IOT-073,Humidity,Warehouse,6,36.94,Pascal,2025-12-24 23:29:17.581140,54,-44,Active
IOT-085,Pressure,Building A,5,20.5,Percent,2025-12-19 01:29:17.581145,15,-66,Active
IOT-007,Pressure,Warehouse,10,52.7,Percent,2025-12-25 00:29:17.581149,37,-50,Active
IOT-042,Pressure,Building A,6,23.43,Boolean,2025-12-15 19:29:17.581153,22,-52,Active
IOT-025,Pressure,Building A,9,91.99,Percent,2026-01-07 18:29:17.581158,86,-47,Error
IOT-056,Temperature,Building A,8,85.49,Celsius,2025-12-30 02:29:17.581162,73,-83,Active
IOT-047,Temperature,Building C,4,67.68,Percent,2025-12-30 16:29:17.581167,39,-84,Active
IOT-085,Motion,Building A,2,53.46,Celsius,2025-12-17 18:29:17.581171,14,-85,Active
IOT-077,Temperature,Building B,4,53.61,Celsius,2025-12-23 11:29:17.581175,80,-81,Active
IOT-050,Pressure,Building C,6,54.48,Percent,2025-12-18 17:29:17.581180,64,-64,Active
IOT-085,Motion,Building B,10,78.36,Boolean,2025-12-28 17:29:17.581184,99,-71,Warning
IOT-074,Pressure,Building A,7,25.73,Boolean,2026-01-11 01:29:17.581189,96,-88,Active
IOT-088,Motion,Building C,4,60.16,Pascal,2025-12-27 03:29:17.581193,61,-38,Active
IOT-091,Temperature,Building B,3,84.08,Pascal,2025-12-25 16:29:17.581197,37,-61,Active
IOT-033,Temperature,Building A,1,58.36,Celsius,2025-12-21 09:29:17.581202,33,-61,Active
IOT-026,Temperature,Building C,7,16.17,Pascal,2025-12-24 05:29:17.581206,86,-59,Active
IOT-017,Motion,Building A,1,35.8,Boolean,2026-01-06 23:29:17.581211,58,-60,Active
IOT-021,Humidity,Warehouse,8,71.83,Boolean,2025-12-23 07:29:17.581215,86,-70,Active
IOT-002,Pressure,Warehouse,5,94.41,Percent,2026-01-08 20:29:17.581219,57,-71,Active
IOT-079,Temperature,Building B,8,90.97,Boolean,2026-01-05 08:29:17.581224,40,-79,Active
IOT-044,Temperature,Building C,2,84.93,Percent,2025-12-26 17:29:17.581228,33,-56,Error
IOT-066,Pressure,Building C,3,95.76,Boolean,2025-12-22 04:29:17.581233,80,-39,Warning
IOT-071,Humidity,Building C,4,38.79,Pascal,2025-12-18 08:29:17.581237,29,-73,Active
IOT-036,Pressure,Building C,2,16.05,Boolean,2026-01-02 00:29:17.581242,11,-68,Active
IOT-046,Temperature,Building C,4,45.12,Pascal,2025-12-18 20:29:17.581246,91,-31,Active
IOT-050,Temperature,Building B,6,64.05,Celsius,2025-12-28 09:29:17.581250,85,-63,Active
IOT-096,Humidity,Building C,7,41.9,Boolean,2025-12-29 07:29:17.581255,67,-77,Active
IOT-067,Motion,Warehouse,6,18.76,Pascal,2025-12-29 11:29:17.581259,63,-43,Active
IOT-003,Humidity,Warehouse,7,58.11,Celsius,2025-12-23 21:29:17.581264,94,-83,Active
IOT-033,Pressure,Building C,2,31.97,Pascal,2026-01-10 03:29:17.581271,48,-75,Active
IOT-045,Temperature,Building A,1,76.84,Boolean,2025-12-18 09:29:17.581276,28,-33,Active
IOT-025,Humidity,Building C,9,22.58,Boolean,2026-01-13 04:29:17.581280,79,-42,Active
IOT-037,Temperature,Building B,7,96.44,Pascal,2026-01-10 06:29:17.581285,82,-90,Active
IOT-036,Motion,Warehouse,2,89.52,Pascal,2025-12-29 23:29:17.581289,13,-86,Active
IOT-035,Humidity,Warehouse,7,89.28,Pascal,2026-01-02 04:29:17.581293,29,-31,Active
IOT-019,Humidity,Building B,4,82.14,Percent,2026-01-07 04:29:17.581298,12,-36,Error
IOT-045,Temperature,Building B,3,68.86,Pascal,2025-12-28 01:29:17.581302,82,-86,Warning
IOT-083,Motion,Building A,4,19.54,Celsius,2025-12-22 10:29:17.581307,71,-68,Active
IOT-097,Temperature,Warehouse,5,71.31,Boolean,2026-01-03 01:29:17.581311,78,-31,Active
IOT-018,Pressure,Building C,9,78.49,Percent,2025-12-29 20:29:17.581317,77,-73,Active
IOT-027,Pressure,Building B,4,26.12,Boolean,2026-01-07 04:29:17.581324,28,-56,Active
IOT-094,Motion,Building C,9,67.34,Celsius,2025-12-21 07:29:17.581332,25,-87,Active
IOT-031,Pressure,Building B,4,55.7,Boolean,2026-01-10 07:29:17.581340,31,-38,Active
IOT-039,Temperature,Building B,1,55.16,Percent,2025-12-21 09:29:17.581348,89,-62,Active
IOT-067,Humidity,Warehouse,1,31.95,Pascal,2025-12-31 23:29:17.581355,30,-75,Active
IOT-022,Pressure,Building B,4,77.85,Celsius,2025-12-27 19:29:17.581367,65,-71,Active
IOT-052,Motion,Warehouse,4,93.64,Boolean,2026-01-08 19:29:17.581377,69,-68,Active
IOT-010,Motion,Building A,10,81.96,Pascal,2025-12-31 00:29:17.581387,43,-86,Active
IOT-008,Temperature,Warehouse,7,46.37,Percent,2025-12-30 18:29:17.581395,78,-43,Active
IOT-034,Pressure,Building C,1,98.66,Pascal,2026-01-12 05:29:17.581400,89,-54,Active
IOT-053,Pressure,Building C,5,45.95,Celsius,2026-01-10 21:29:17.581405,75,-41,Active
IOT-018,Pressure,Building C,10,34.93,Boolean,2026-01-10 23:29:17.581409,22,-62,Active
IOT-012,Motion,Building C,8,97.29,Percent,2026-01-05 18:29:17.581414,87,-90,Active
IOT-064,Motion,Warehouse,8,82.13,Percent,2025-12-26 07:29:17.581418,30,-90,Active
IOT-057,Motion,Warehouse,7,79.71,Pascal,2025-12-31 03:29:17.581422,69,-60,Active
IOT-096,Humidity,Building B,4,21.58,Pascal,2025-12-15 10:29:17.581427,77,-48,Error
IOT-002,Temperature,Warehouse,7,31.32,Percent,2026-01-04 18:29:17.581431,83,-83,Active
IOT-017,Humidity,Building C,1,16.57,Celsius,2026-01-06 07:29:17.581436,55,-58,Active
IOT-052,Motion,Warehouse,6,81.02,Celsius,2026-01-06 13:29:17.581440,25,-50,Active
IOT-076,Pressure,Building A,7,38.65,Celsius,2025-12-25 03:29:17.581445,64,-41,Active
IOT-071,Pressure,Building A,3,26.24,Pascal,2025-12-29 22:29:17.581449,20,-31,Warning
IOT-079,Humidity,Building A,8,30.46,Pascal,2025-12-18 00:29:17.581454,42,-59,Active
IOT-002,Motion,Building C,8,69.5,Percent,2025-12-25 13:29:17.581461,95,-51,Active
IOT-027,Motion,Building A,8,51.81,Boolean,2026-01-04 03:29:17.581465,59,-73,Active
IOT-026,Motion,Building B,5,95.02,Pascal,2025-12-26 17:29:17.581470,61,-83,Active
IOT-025,Pressure,Building A,7,46.1,Pascal,2026-01-08 02:29:17.581474,84,-66,Active
IOT-012,Pressure,Building C,5,85.88,Boolean,2025-12-24 14:29:17.581479,71,-51,Active
IOT-017,Motion,Building B,8,61.45,Boolean,2026-01-02 01:29:17.581484,50,-78,Active
IOT-065,Humidity,Building A,9,74.95,Pascal,2025-12-19 20:29:17.581488,20,-43,Error
IOT-095,Temperature,Warehouse,4,29.34,Celsius,2025-12-31 06:29:17.581493,16,-43,Active
IOT-040,Pressure,Warehouse,4,78.66,Percent,2026-01-11 19:29:17.581497,88,-69,Active
IOT-005,Pressure,Building C,7,22.28,Percent,2025-12-15 20:29:17.581502,93,-84,Active
IOT-092,Temperature,Building C,7,73.75,Pascal,2025-12-25 00:29:17.581506,25,-59,Active
IOT-028,Motion,Building C,8,54.57,Pascal,2026-01-02 00:29:17.581511,38,-61,Active
IOT-072,Humidity,Building B,7,34.42,Celsius,2025-12-31 14:29:17.581515,14,-87,Warning
IOT-052,Humidity,Building C,7,55.83,Celsius,2025-12-18 12:29:17.581520,94,-55,Active
IOT-014,Motion,Building A,6,87.73,Pascal,2026-01-06 11:29:17.581524,73,-32,Active
IOT-006,Pressure,Building A,6,28.15,Celsius,2026-01-08 10:29:17.581529,24,-72,Active
IOT-018,Motion,Warehouse,10,29.42,Pascal,2025-12-19 22:29:17.581533,15,-65,Active
IOT-037,Pressure,Warehouse,3,60.39,Percent,2026-01-05 14:29:17.581537,58,-34,Active
IOT-074,Humidity,Building A,4,68.15,Celsius,2025-12-19 15:29:17.581542,96,-77,Active
IOT-064,Pressure,Warehouse,10,50.72,Celsius,2025-12-20 04:29:17.581552,60,-38,Active
IOT-099,Humidity,Building C,4,37.64,Percent,2025-12-26 09:29:17.581556,51,-76,Error
IOT-035,Humidity,Building C,9,20.71,Percent,2025-12-16 20:29:17.581561,74,-83,Active
IOT-017,Humidity,Building A,6,19.23,Celsius,2025-12-31 19:29:17.581565,14,-56,Warning
IOT-091,Pressure,Building B,10,18.47,Celsius,2026-01-10 21:29:17.581570,82,-79,Active
IOT-088,Motion,Building B,3,91.61,Pascal,2025-12-16 08:29:17.581574,88,-87,Active
IOT-010,Humidity,Building B,4,26.17,Celsius,2026-01-13 20:29:17.581579,33,-40,Active
IOT-051,Motion,Warehouse,6,40.09,Pascal,2025-12-19 03:29:17.581583,46,-79,Active
IOT-081,Temperature,Building B,6,98.8,Percent,2025-12-16 15:29:17.581588,62,-59,Active
IOT-052,Temperature,Building C,5,93.84,Percent,2026-01-13 01:29:17.581592,15,-50,Active
IOT-064,Humidity,Building B,1,18.64,Pascal,2025-12-25 16:29:17.581597,48,-58,Active
IOT-033,Temperature,Building A,10,61.86,Boolean,2025-12-30 08:29:17.581601,84,-81,Active
IOT-097,Humidity,Warehouse,6,68.85,Boolean,2025-12-21 20:29:17.581606,98,-66,Active
IOT-017,Pressure,Building C,4,19.6,Percent,2026-01-09 03:29:17.581610,71,-48,Active
IOT-082,Pressure,Building C,8,76.89,Celsius,2025-12-29 11:29:17.581615,91,-48,Active
IOT-049,Pressure,Building A,10,98.97,Percent,2026-01-13 05:29:17.581619,95,-51,Active
IOT-007,Motion,Warehouse,1,51.5,Boolean,2026-01-01 21:29:17.581624,69,-74,Active
IOT-090,Humidity,Building A,5,53.2,Celsius,2025-12-31 03:29:17.581628,50,-80,Active
IOT-065,Humidity,Building B,4,71.04,Percent,2025-12-23 22:29:17.581633,87,-33,Error
IOT-062,Motion,Warehouse,5,77.61,Percent,2026-01-12 04:29:17.581637,19,-49,Active
IOT-075,Motion,Warehouse,9,82.13,Boolean,2026-01-04 09:29:17.581642,90,-39,Active
IOT-010,Temperature,Building C,7,21.59,Celsius,2026-01-08 10:29:17.581646,79,-49,Active
IOT-031,Temperature,Building B,3,83.06,Celsius,2025-12-24 15:29:17.581651,16,-46,Error
IOT-025,Pressure,Building B,3,88.45,Boolean,2025-12-19 04:29:17.581655,14,-42,Active
IOT-057,Motion,Building C,7,18.84,Boolean,2026-01-08 03:29:17.581660,36,-60,Active
IOT-065,Motion,Building A,1,18.33,Pascal,2026-01-07 17:29:17.581787,44,-76,Active
IOT-043,Motion,Building C,8,61.83,Pascal,2025-12-28 18:29:17.581798,64,-77,Active
IOT-003,Humidity,Building A,3,57.23,Celsius,2026-01-03 23:29:17.581804,26,-80,Active
IOT-055,Temperature,Building A,8,98.31,Boolean,2026-01-02 17:29:17.581808,16,-80,Active
IOT-048,Motion,Warehouse,8,40.02,Boolean,2026-01-01 23:29:17.581813,70,-41,Active
IOT-065,Pressure,Building B,2,65.17,Celsius,2025-12-28 18:29:17.581817,74,-75,Active
IOT-071,Humidity,Building B,3,58.07,Pascal,2026-01-03 07:29:17.581821,24,-49,Active
IOT-060,Motion,Building B,10,60.54,Celsius,2026-01-02 14:29:17.581826,67,-89,Active
IOT-014,Temperature,Building C,1,71.07,Percent,2026-01-09 14:29:17.581830,58,-64,Active
IOT-087,Motion,Building C,6,60.7,Boolean,2026-01-11 21:29:17.581835,84,-70,Active
IOT-081,Temperature,Building A,3,15.59,Boolean,2026-01-01 12:29:17.581839,61,-40,Active
IOT-014,Temperature,Building A,9,86.72,Percent,2025-12-30 16:29:17.581844,35,-51,Active
IOT-009,Temperature,Building C,1,32.1,Boolean,2025-12-31 22:29:17.581848,52,-59,Active
IOT-085,Pressure,Warehouse,8,34.65,Boolean,2025-12-25 00:29:17.581853,62,-73,Active
IOT-045,Pressure,Building C,7,70.08,Boolean,2025-12-24 02:29:17.581857,65,-46,Active
IOT-002,Temperature,Building A,7,55.61,Pascal,2025-12-21 23:29:17.581862,87,-33,Active
IOT-032,Humidity,Warehouse,8,63.83,Percent,2026-01-04 04:29:17.581866,86,-70,Active
IOT-008,Motion,Building A,9,57.29,Boolean,2025-12-16 09:29:17.581871,77,-37,Error
IOT-036,Humidity,Building C,8,50.52,Boolean,2026-01-01 06:29:17.581875,42,-77,Active
IOT-090,Humidity,Building B,6,56.08,Boolean,2025-12-31 15:29:17.581880,23,-81,Active
IOT-037,Motion,Warehouse,1,26.99,Percent,2025-12-22 15:29:17.581884,86,-86,Active
IOT-015,Pressure,Building C,1,97.39,Boolean,2025-12-29 16:29:17.581888,26,-90,Active
IOT-034,Humidity,Warehouse,7,63.85,Boolean,2026-01-01 09:29:17.581893,48,-76,Active
IOT-021,Humidity,Building B,3,39.38,Boolean,2026-01-13 19:29:17.581897,57,-68,Active
IOT-087,Motion,Building B,3,75.59,Pascal,2026-01-03 15:29:17.581902,15,-37,Active
IOT-009,Humidity,Building C,9,89.81,Percent,2026-01-02 22:29:17.581906,31,-65,Active
IOT-040,Humidity,Building A,10,40.2,Pascal,2025-12-24 15:29:17.581911,96,-87,Active
IOT-026,Pressure,Warehouse,4,42.58,Percent,2025-12-23 10:29:17.581915,46,-65,Active
IOT-022,Humidity,Warehouse,3,52.28,Celsius,2026-01-04 19:29:17.581920,52,-68,Active
IOT-013,Temperature,Building B,2,33.47,Percent,2025-12-22 02:29:17.581924,54,-63,Active
IOT-025,Pressure,Building C,5,83.83,Pascal,2025-12-18 22:29:17.581928,74,-44,Active
IOT-071,Motion,Building B,9,64.66,Percent,2025-12-31 05:29:17.581933,13,-48,Active
IOT-091,Motion,Building B,8,19.85,Boolean,2025-12-20 08:29:17.581937,77,-78,Active
IOT-015,Motion,Building A,8,99.72,Pascal,2026-01-09 05:29:17.581942,66,-75,Active
IOT-076,Humidity,Building B,1,63.87,Pascal,2026-01-04 08:29:17.581946,43,-81,Active
IOT-045,Motion,Building C,9,90.64,Pascal,2025-12-15 11:29:17.581951,39,-36,Warning
IOT-097,Temperature,Building B,8,57.64,Percent,2025-12-28 12:29:17.581955,48,-48,Active
IOT-021,Pressure,Building C,3,64.51,Celsius,2026-01-04 13:29:17.581960,88,-45,Warning
IOT-089,Temperature,Building B,8,53.63,Boolean,2025-12-29 06:29:17.581964,99,-81,Warning
IOT-040,Motion,Building A,9,50.93,Percent,2026-01-07 20:29:17.581969,48,-34,Active
IOT-047,Humidity,Building A,2,33.56,Celsius,2026-01-02 03:29:17.581973,81,-90,Active
IOT-086,Humidity,Building B,1,96.78,Boolean,2026-01-10 20:29:17.581978,99,-69,Active
IOT-061,Motion,Building A,1,30.45,Pascal,2026-01-01 14:29:17.581982,26,-31,Active
IOT-014,Motion,Warehouse,1,59.74,Celsius,2026-01-09 14:29:17.581987,21,-53,Active
IOT-072,Motion,Warehouse,5,22.4,Pascal,2025-12-17 16:29:17.581991,15,-63,Active
IOT-088,Humidity,Building B,2,99.44,Pascal,2025-12-16 07:29:17.581995,38,-85,Active
IOT-067,Temperature,Building B,4,62.23,Pascal,2025-12-15 15:29:17.582000,23,-45,Active
IOT-076,Pressure,Building A,1,84.24,Percent,2025-12-17 19:29:17.582004,10,-63,Active
IOT-047,Motion,Building A,2,62.85,Boolean,2025-12-16 23:29:17.582009,48,-67,Active
IOT-086,Temperature,Building B,7,83.42,Boolean,2025-12-15 21:29:17.582013,15,-46,Active
IOT-016,Temperature,Building C,9,60.42,Boolean,2026-01-08 14:29:17.582018,53,-50,Active
IOT-071,Temperature,Building C,6,52.82,Boolean,2025-12-17 04:29:17.582022,50,-39,Active
IOT-018,Motion,Warehouse,10,53.75,Boolean,2025-12-30 18:29:17.582027,41,-62,Active
IOT-045,Humidity,Building A,10,15.2,Percent,2025-12-15 18:29:17.582031,93,-85,Active
IOT-023,Temperature,Building A,5,46.51,Percent,2025-12-25 15:29:17.582036,14,-90,Active
IOT-026,Temperature,Warehouse,10,95.92,Celsius,2025-12-24 04:29:17.582040,56,-62,Active
IOT-066,Temperature,Building C,7,72.42,Boolean,2025-12-27 17:29:17.582045,26,-86,Active
IOT-002,Pressure,Building C,9,93.14,Percent,2025-12-28 12:29:17.582049,42,-41,Active
IOT-022,Temperature,Warehouse,2,32.02,Pascal,2026-01-11 20:29:17.582054,51,-34,Active
IOT-038,Temperature,Building B,6,56.75,Boolean,2026-01-03 08:29:17.582058,32,-79,Active
IOT-042,Humidity,Building A,3,17.93,Pascal,2025-12-23 05:29:17.582063,79,-37,Active
IOT-028,Temperature,Building B,10,72.55,Percent,2025-12-30 14:29:17.582067,59,-33,Active
IOT-063,Temperature,Building B,10,81.64,Celsius,2026-01-04 09:29:17.582072,38,-83,Active
IOT-017,Motion,Building C,4,78.56,Celsius,2025-12-19 18:29:17.582076,73,-48,Active
IOT-082,Humidity,Building B,5,22.38,Percent,2026-01-05 03:29:17.582081,13,-84,Active
IOT-059,Temperature,Building A,5,36.04,Pascal,2025-12-22 09:29:17.582085,16,-85,Active
IOT-002,Temperature,Building A,10,70.75,Pascal,2026-01-11 19:29:17.582090,88,-83,Active
IOT-099,Pressure,Building A,8,79.51,Percent,2026-01-01 01:29:17.582094,71,-56,Active
IOT-079,Pressure,Warehouse,5,38.31,Pascal,2026-01-06 22:29:17.582099,68,-65,Active
IOT-079,Temperature,Building B,2,49.53,Boolean,2025-12-26 06:29:17.582104,30,-90,Warning
IOT-098,Pressure,Building B,2,44.86,Boolean,2025-12-16 03:29:17.582108,25,-64,Active
IOT-050,Temperature,Building A,1,15.39,Pascal,2025-12-31 19:29:17.582113,79,-63,Warning
IOT-015,Motion,Warehouse,2,64.0,Percent,2026-01-09 22:29:17.582117,22,-43,Active
IOT-018,Pressure,Warehouse,1,71.87,Celsius,2025-12-29 05:29:17.582122,17,-60,Active
IOT-077,Motion,Building C,3,38.5,Celsius,2026-01-04 10:29:17.582126,70,-36,Active
IOT-038,Temperature,Building C,5,73.46,Celsius,2026-01-12 08:29:17.582131,12,-49,Active
IOT-008,Pressure,Building A,3,35.63,Percent,2026-01-06 08:29:17.582135,55,-38,Active
IOT-080,Temperature,Building B,7,75.82,Percent,2025-12-18 00:29:17.582140,71,-41,Active
IOT-020,Humidity,Building B,10,53.86,Boolean,2025-12-29 17:29:17.582144,32,-39,Active
IOT-060,Motion,Building B,2,89.11,Pascal,2025-12-18 23:29:17.582149,17,-43,Active
IOT-026,Humidity,Warehouse,5,61.3,Celsius,2025-12-24 03:29:17.582153,29,-81,Active
IOT-035,Motion,Building B,3,30.7,Pascal,2025-12-22 03:29:17.582157,39,-63,Active
IOT-081,Temperature,Warehouse,2,84.87,Pascal,2026-01-04 11:29:17.582162,84,-79,Active
IOT-026,Pressure,Building A,4,81.1,Percent,2025-12-30 20:29:17.582167,63,-33,Active
IOT-018,Humidity,Building B,9,22.16,Percent,2025-12-16 06:29:17.582171,29,-76,Active
IOT-044,Pressure,Warehouse,9,19.08,Pascal,2025-12-17 08:29:17.582175,11,-89,Active
IOT-007,Pressure,Building A,6,26.58,Celsius,2025-12-31 16:29:17.582180,26,-73,Active
IOT-035,Humidity,Building A,7,86.85,Boolean,2026-01-12 04:29:17.582184,24,-38,Active
IOT-012,Humidity,Warehouse,1,42.23,Percent,2026-01-04 03:29:17.582189,74,-47,Active
IOT-044,Pressure,Warehouse,3,57.9,Celsius,2026-01-07 23:29:17.582194,78,-48,Active
IOT-041,Temperature,Building B,2,66.25,Percent,2025-12-16 11:29:17.582198,78,-68,Warning
IOT-054,Humidity,Building C,9,78.2,Boolean,2025-12-22 18:29:17.582203,81,-81,Active
IOT-001,Temperature,Building B,10,85.55,Boolean,2026-01-06 05:29:17.582207,77,-85,Active
IOT-025,Temperature,Building C,8,58.85,Boolean,2025-12-28 04:29:17.582212,52,-32,Warning
IOT-080,Humidity,Warehouse,3,50.34,Pascal,2025-12-31 10:29:17.582216,21,-74,Active
IOT-015,Temperature,Building C,10,31.66,Pascal,2026-01-12 18:29:17.582220,92,-42,Active
IOT-075,Motion,Warehouse,8,66.64,Boolean,2025-12-15 07:29:17.582225,31,-33,Active
