transaction_id,account_id,transaction_type,amount,currency,merchant_category,transaction_date,is_international,fraud_score,status
TXN-00001649,ACC-48740,Withdrawal,4589.35,USD,Travel,2025-09-07 21:29:17.739889,False,0.321,Completed
TXN-00001650,ACC-86110,Deposit,5267.42,USD,Entertainment,2025-07-24 21:29:17.739893,False,0.697,Failed
TXN-00001651,ACC-55854,Deposit,23044.62,JPY,Restaurant,2025-07-19 21:29:17.739897,False,0.124,Completed
TXN-00001652,ACC-69908,Deposit,45035.52,EUR,Online,2025-10-01 21:29:17.739901,True,0.803,Completed
TXN-00001653,ACC-90212,Transfer,38558.82,EUR,Healthcare,2025-07-24 21:29:17.739905,True,0.281,Completed
TXN-00001654,ACC-83044,Withdrawal,34637.17,EUR,Healthcare,2026-01-12 21:29:17.739909,False,0.191,Completed
TXN-00001655,ACC-94232,Deposit,12967.21,USD,Retail,2025-08-04 21:29:17.739913,False,0.982,Completed
TXN-00001656,ACC-77579,Transfer,6892.38,USD,Restaurant,2025-10-13 21:29:17.739917,False,0.873,Completed
TXN-00001657,ACC-60220,Deposit,44771.82,EUR,Retail,2025-10-15 21:29:17.739921,False,0.66,Completed
TXN-00001658,ACC-23704,Transfer,9370.98,EUR,Retail,2025-12-07 21:29:17.739925,False,0.553,Failed
TXN-00001659,ACC-24472,Transfer,11672.29,EUR,Retail,2025-08-11 21:29:17.739929,False,0.306,Completed
TXN-00001660,ACC-71645,Withdrawal,38245.67,USD,Utilities,2025-08-13 21:29:17.739933,False,0.634,Completed
TXN-00001661,ACC-12069,Withdrawal,38964.23,USD,Retail,2025-12-25 21:29:17.739937,False,0.282,Pending
TXN-00001662,ACC-11975,Deposit,34322.59,EUR,Restaurant,2025-10-05 21:29:17.739941,False,0.447,Completed
TXN-00001663,ACC-17673,Payment,7257.25,EUR,Travel,2025-08-05 21:29:17.739945,True,0.569,Completed
TXN-00001664,ACC-22803,Withdrawal,9361.9,USD,Healthcare,2025-09-22 21:29:17.739949,False,0.238,Completed
TXN-00001665,ACC-23226,Payment,41791.74,GBP,Healthcare,2025-07-25 21:29:17.739953,False,0.611,Completed
TXN-00001666,ACC-81325,Payment,16056.26,EUR,Utilities,2025-09-15 21:29:17.739957,False,0.243,Pending
TXN-00001667,ACC-21876,Transfer,27748.41,JPY,Entertainment,2025-07-18 21:29:17.739961,False,0.149,Completed
TXN-00001668,ACC-99244,Deposit,40371.29,EUR,Retail,2025-12-28 21:29:17.739965,False,0.802,Completed
TXN-00001669,ACC-11167,Payment,14034.27,USD,Entertainment,2025-12-29 21:29:17.739969,False,0.689,Completed
TXN-00001670,ACC-75550,Payment,8793.79,JPY,Healthcare,2025-11-28 21:29:17.739973,False,0.283,Completed
TXN-00001671,ACC-65625,Withdrawal,17741.87,USD,Travel,2026-01-12 21:29:17.739977,False,0.733,Completed
TXN-00001672,ACC-46539,Withdrawal,26152.99,JPY,Utilities,2025-08-08 21:29:17.739981,False,0.187,Completed
TXN-00001673,ACC-64381,Payment,22007.24,EUR,Healthcare,2025-07-30 21:29:17.739985,False,0.734,Completed
TXN-00001674,ACC-93872,Transfer,13839.39,USD,Travel,2025-09-15 21:29:17.739989,True,0.008,Completed
TXN-00001675,ACC-84183,Deposit,19983.87,USD,Utilities,2025-12-21 21:29:17.739993,False,0.017,Failed
TXN-00001676,ACC-41272,Deposit,37476.43,USD,Travel,2025-10-15 21:29:17.739997,False,0.078,Completed
TXN-00001677,ACC-27243,Transfer,27866.96,USD,Travel,2025-11-07 21:29:17.740001,False,0.444,Completed
TXN-00001678,ACC-69340,Payment,15591.3,EUR,Online,2025-08-07 21:29:17.740005,True,0.18,Completed
TXN-00001679,ACC-97800,Transfer,25372.32,EUR,Travel,2026-01-04 21:29:17.740009,False,0.755,Completed
TXN-00001680,ACC-99587,Transfer,38264.75,JPY,Restaurant,2025-12-23 21:29:17.740013,False,0.963,Completed
TXN-00001681,ACC-26716,Payment,14651.56,USD,Healthcare,2025-10-24 21:29:17.740017,False,0.467,Completed
TXN-00001682,ACC-50122,Withdrawal,9296.7,USD,Restaurant,2025-09-30 21:29:17.740021,False,0.595,Completed
TXN-00001683,ACC-95280,Withdrawal,27538.73,USD,Healthcare,2025-11-21 21:29:17.740025,False,0.339,Completed
TXN-00001684,ACC-71653,Withdrawal,23998.82,GBP,Travel,2025-12-16 21:29:17.740029,False,0.417,Completed
TXN-00001685,ACC-19486,Deposit,29471.93,GBP,Retail,2025-12-25 21:29:17.740033,False,0.627,Pending
TXN-00001686,ACC-61669,Transfer,5550.26,USD,Travel,2025-08-28 21:29:17.740037,True,0.537,Completed
TXN-00001687,ACC-50109,Transfer,10945.74,JPY,Online,2025-10-09 21:29:17.740041,False,0.31,Completed
TXN-00001688,ACC-80091,Deposit,3122.4,USD,Entertainment,2025-07-27 21:29:17.740045,True,0.249,Pending
TXN-00001689,ACC-90344,Transfer,41861.33,USD,Travel,2025-09-08 21:29:17.740049,False,0.614,Completed
TXN-00001690,ACC-98281,Payment,19850.64,USD,Entertainment,2025-10-25 21:29:17.740053,False,0.914,Completed
TXN-00001691,ACC-74856,Transfer,44665.32,GBP,Restaurant,2025-08-02 21:29:17.740057,True,0.043,Completed
TXN-00001692,ACC-20140,Payment,47279.35,JPY,Healthcare,2025-10-17 21:29:17.740061,True,0.083,Completed
TXN-00001693,ACC-55533,Withdrawal,2938.34,EUR,Entertainment,2025-09-09 21:29:17.740065,True,0.208,Completed
TXN-00001694,ACC-31972,Deposit,21895.56,USD,Healthcare,2025-11-06 21:29:17.740069,False,0.681,Completed
TXN-00001695,ACC-90726,Transfer,21882.57,GBP,Healthcare,2025-09-30 21:29:17.740073,False,0.078,Completed
TXN-00001696,ACC-19993,Deposit,32414.54,GBP,Healthcare,2025-10-30 21:29:17.740077,False,0.894,Failed
TXN-00001697,ACC-50734,Payment,3569.31,EUR,Entertainment,2025-08-21 21:29:17.740081,False,0.385,Pending
TXN-00001698,ACC-67729,Withdrawal,46736.96,USD,Travel,2025-12-28 21:29:17.740084,False,0.154,Completed
TXN-00001699,ACC-88630,Deposit,39273.89,USD,Entertainment,2025-09-11 21:29:17.740088,False,0.676,Completed
TXN-00001700,ACC-38631,Deposit,1151.69,USD,Travel,2025-10-14 21:29:17.740092,False,0.978,Completed
TXN-00001701,ACC-74923,Transfer,9413.0,USD,Entertainment,2025-10-23 21:29:17.740096,False,0.734,Completed
TXN-00001702,ACC-58476,Payment,41237.38,EUR,Travel,2025-12-28 21:29:17.740100,False,0.431,Completed
TXN-00001703,ACC-55281,Transfer,11165.1,USD,Entertainment,2025-12-31 21:29:17.740104,False,0.91,Completed
TXN-00001704,ACC-43071,Transfer,18396.14,USD,Restaurant,2025-12-10 21:29:17.740108,False,0.343,Completed
TXN-00001705,ACC-63559,Withdrawal,32591.12,USD,Online,2025-11-02 21:29:17.740112,False,0.174,Completed
TXN-00001706,ACC-10209,Payment,3491.29,GBP,Travel,2025-08-06 21:29:17.740116,False,0.978,Completed
TXN-00001707,ACC-86681,Deposit,33740.4,USD,Entertainment,2025-08-12 21:29:17.740120,False,0.723,Failed
TXN-00001708,ACC-76184,Payment,13524.74,JPY,Healthcare,2026-01-07 21:29:17.740124,False,0.237,Completed
TXN-00001709,ACC-66293,Payment,8584.96,EUR,Online,2025-09-20 21:29:17.740128,True,0.614,Completed
TXN-00001710,ACC-17610,Withdrawal,4953.82,USD,Travel,2025-12-20 21:29:17.740132,False,0.643,Completed
TXN-00001711,ACC-79781,Deposit,7815.16,USD,Healthcare,2025-11-04 21:29:17.740136,True,0.403,Completed
TXN-00001712,ACC-76736,Deposit,27612.03,USD,Restaurant,2025-11-27 21:29:17.740140,True,0.708,Completed
TXN-00001713,ACC-33756,Withdrawal,46879.5,EUR,Utilities,2025-12-21 21:29:17.740144,False,0.341,Completed
TXN-00001714,ACC-26444,Payment,34074.44,USD,Entertainment,2025-08-20 21:29:17.740148,False,0.42,Pending
TXN-00001715,ACC-16174,Transfer,22537.4,GBP,Entertainment,2025-10-06 21:29:17.740152,False,0.996,Failed
TXN-00001716,ACC-43392,Withdrawal,48459.49,USD,Healthcare,2025-08-29 21:29:17.740156,False,0.979,Completed
TXN-00001717,ACC-82710,Transfer,12013.7,USD,Travel,2025-11-03 21:29:17.740160,False,0.104,Completed
TXN-00001718,ACC-38437,Transfer,41311.9,USD,Healthcare,2025-11-23 21:29:17.740164,True,0.559,Completed
TXN-00001719,ACC-56301,Withdrawal,8104.33,EUR,Utilities,2025-12-11 21:29:17.740168,False,0.211,Completed
TXN-00001720,ACC-39942,Transfer,11204.16,GBP,Healthcare,2025-12-13 21:29:17.740172,True,0.284,Completed
TXN-00001721,ACC-67364,Withdrawal,24150.52,JPY,Online,2025-07-23 21:29:17.740176,False,0.689,Completed
TXN-00001722,ACC-67006,Deposit,5134.91,USD,Restaurant,2025-08-07 21:29:17.740180,False,0.747,Completed
TXN-00001723,ACC-61502,Transfer,14531.49,GBP,Online,2025-11-21 21:29:17.740184,False,0.324,Completed
TXN-00001724,ACC-33030,Deposit,33517.03,USD,Entertainment,2026-01-06 21:29:17.740188,False,0.559,Completed
TXN-00001725,ACC-74321,Transfer,23150.53,JPY,Restaurant,2025-10-22 21:29:17.740192,False,0.658,Pending
TXN-00001726,ACC-97546,Transfer,28186.26,USD,Entertainment,2025-12-24 21:29:17.740196,False,0.522,Pending
TXN-00001727,ACC-20076,Transfer,2577.86,USD,Travel,2025-10-29 21:29:17.740200,True,0.002,Failed
TXN-00001728,ACC-52816,Payment,12536.27,JPY,Travel,2025-12-19 21:29:17.740204,False,0.108,Completed
TXN-00001729,ACC-45804,Transfer,38331.38,USD,Utilities,2025-10-06 21:29:17.740208,False,0.096,Completed
TXN-00001730,ACC-40804,Transfer,28687.29,GBP,Retail,2025-10-20 21:29:17.740212,False,0.386,Completed
TXN-00001731,ACC-83872,Deposit,61.48,GBP,Online,2025-08-08 21:29:17.740216,True,0.437,Completed
TXN-00001732,ACC-73638,Transfer,30089.72,USD,Utilities,2025-12-02 21:29:17.740219,False,0.324,Completed
TXN-00001733,ACC-29151,Withdrawal,6664.14,EUR,Healthcare,2026-01-03 21:29:17.740224,True,0.57,Completed
TXN-00001734,ACC-94420,Transfer,6616.37,USD,Entertainment,2025-10-27 21:29:17.740227,False,0.096,Completed
TXN-00001735,ACC-79355,Deposit,46458.66,USD,Restaurant,2025-08-18 21:29:17.740231,False,0.99,Completed
TXN-00001736,ACC-72511,Payment,48412.37,USD,Retail,2025-08-08 21:29:17.740235,False,0.402,Completed
TXN-00001737,ACC-33026,Deposit,26369.29,JPY,Retail,2026-01-10 21:29:17.740239,False,0.045,Completed
TXN-00001738,ACC-91932,Withdrawal,29577.65,EUR,Utilities,2025-11-10 21:29:17.740243,False,0.741,Completed
TXN-00001739,ACC-76495,Withdrawal,20354.33,EUR,Online,2026-01-01 21:29:17.740247,False,0.218,Completed
TXN-00001740,ACC-39257,Transfer,44168.13,JPY,Utilities,2025-11-20 21:29:17.740251,False,0.044,Failed
TXN-00001741,ACC-11875,Withdrawal,26135.79,GBP,Restaurant,2025-12-30 21:29:17.740255,True,0.235,Pending
TXN-00001742,ACC-35950,Deposit,46383.93,JPY,Retail,2025-12-04 21:29:17.740259,False,0.026,Pending
TXN-00001743,ACC-59939,Deposit,11105.09,USD,Retail,2025-07-22 21:29:17.740263,False,0.483,Completed
TXN-00001744,ACC-37510,Payment,4748.76,USD,Travel,2025-09-27 21:29:17.740267,False,0.139,Completed
TXN-00001745,ACC-58357,Deposit,49370.62,USD,Healthcare,2025-08-01 21:29:17.740272,True,0.87,Completed
TXN-00001746,ACC-76106,Deposit,24676.88,USD,Travel,2025-10-29 21:29:17.740275,False,0.73,Completed
TXN-00001747,ACC-34260,Transfer,30735.81,GBP,Travel,2025-12-18 21:29:17.740280,False,0.886,Failed
TXN-00001748,ACC-29657,Withdrawal,17143.62,USD,Retail,2025-09-03 21:29:17.740284,False,0.319,Pending
TXN-00001749,ACC-76942,Deposit,6687.5,EUR,Retail,2025-12-26 21:29:17.740287,False,0.858,Completed
TXN-00001750,ACC-32769,Transfer,42049.85,USD,Online,2025-08-18 21:29:17.740291,False,0.828,Completed
TXN-00001751,ACC-13544,Transfer,7238.88,USD,Utilities,2025-09-30 21:29:17.740295,False,0.084,Completed
TXN-00001752,ACC-13360,Withdrawal,25117.38,USD,Retail,2025-08-03 21:29:17.740299,False,0.641,Completed
TXN-00001753,ACC-15069,Transfer,41553.2,EUR,Utilities,2025-11-24 21:29:17.740303,False,0.886,Pending
TXN-00001754,ACC-67278,Payment,33019.69,EUR,Retail,2025-10-14 21:29:17.740307,True,0.783,Completed
TXN-00001755,ACC-16967,Deposit,33730.67,USD,Entertainment,2025-12-28 21:29:17.740311,False,0.711,Completed
TXN-00001756,ACC-92899,Payment,11533.45,USD,Restaurant,2025-12-22 21:29:17.740315,True,0.5,Completed
TXN-00001757,ACC-85468,Withdrawal,26289.67,USD,Healthcare,2025-09-17 21:29:17.740319,True,0.933,Pending
TXN-00001758,ACC-12360,Payment,2092.59,USD,Restaurant,2025-10-24 21:29:17.740323,True,0.87,Completed
TXN-00001759,ACC-71794,Payment,3026.52,USD,Utilities,2025-11-27 21:29:17.740327,False,0.623,Completed
TXN-00001760,ACC-58475,Withdrawal,36152.32,USD,Utilities,2025-12-06 21:29:17.740331,False,0.053,Failed
TXN-00001761,ACC-39635,Transfer,39309.34,USD,Healthcare,2025-11-09 21:29:17.740335,False,0.864,Failed
TXN-00001762,ACC-98561,Payment,6966.84,EUR,Travel,2025-09-10 21:29:17.740339,False,0.916,Pending
TXN-00001763,ACC-67418,Withdrawal,47554.38,JPY,Travel,2025-12-19 21:29:17.740343,False,0.071,Completed
TXN-00001764,ACC-97729,Payment,6542.05,EUR,Retail,2025-08-22 21:29:17.740347,False,0.59,Completed
TXN-00001765,ACC-68522,Transfer,21006.14,USD,Restaurant,2025-08-04 21:29:17.740351,False,0.123,Completed
TXN-00001766,ACC-93516,Payment,9845.85,EUR,Utilities,2025-11-03 21:29:17.740355,False,0.485,Pending
TXN-00001767,ACC-59924,Deposit,4948.38,USD,Retail,2025-08-17 21:29:17.740359,True,0.331,Completed
TXN-00001768,ACC-10464,Deposit,48292.75,GBP,Restaurant,2026-01-11 21:29:17.740363,True,0.468,Completed
TXN-00001769,ACC-87667,Payment,21942.3,EUR,Online,2025-09-02 21:29:17.740367,True,0.397,Completed
TXN-00001770,ACC-91762,Deposit,16521.88,USD,Restaurant,2025-07-19 21:29:17.740371,False,0.946,Failed
TXN-00001771,ACC-74220,Deposit,16408.17,USD,Utilities,2025-09-13 21:29:17.740375,False,0.846,Failed
TXN-00001772,ACC-20192,Transfer,10427.82,EUR,Entertainment,2025-12-31 21:29:17.740379,True,0.586,Completed
TXN-00001773,ACC-11876,Transfer,48444.22,USD,Online,2025-10-25 21:29:17.740383,False,0.354,Completed
TXN-00001774,ACC-12179,Payment,24452.16,USD,Travel,2025-10-09 21:29:17.740387,False,0.203,Completed
TXN-00001775,ACC-22882,Withdrawal,26511.5,USD,Utilities,2025-09-25 21:29:17.740391,False,0.316,Completed
TXN-00001776,ACC-10356,Deposit,35531.97,USD,Healthcare,2025-08-10 21:29:17.740395,False,0.02,Completed
TXN-00001777,ACC-26898,Withdrawal,20393.53,USD,Utilities,2025-09-12 21:29:17.740398,False,0.159,Completed
TXN-00001778,ACC-82518,Payment,13976.8,GBP,Online,2025-11-15 21:29:17.740402,False,0.088,Completed
TXN-00001779,ACC-71010,Payment,14646.28,GBP,Restaurant,2025-08-29 21:29:17.740406,False,0.625,Completed
TXN-00001780,ACC-72436,Payment,17419.87,USD,Restaurant,2025-12-06 21:29:17.740410,False,0.431,Completed
TXN-00001781,ACC-83968,Payment,28838.05,EUR,Utilities,2025-12-24 21:29:17.740414,False,0.182,Completed
TXN-00001782,ACC-99598,Withdrawal,41536.9,USD,Restaurant,2025-12-12 21:29:17.740418,False,0.583,Completed
TXN-00001783,ACC-69871,Deposit,12142.94,USD,Utilities,2025-09-16 21:29:17.740422,False,0.434,Completed
TXN-00001784,ACC-13742,Transfer,29202.94,USD,Travel,2025-09-20 21:29:17.740426,False,0.938,Completed
TXN-00001785,ACC-82462,Withdrawal,37532.25,GBP,Online,2025-07-21 21:29:17.740430,True,0.587,Completed
TXN-00001786,ACC-59258,Transfer,49726.79,USD,Healthcare,2026-01-01 21:29:17.740434,True,0.655,Completed
TXN-00001787,ACC-69311,Payment,45386.68,EUR,Restaurant,2025-12-09 21:29:17.740438,True,0.649,Completed
TXN-00001788,ACC-52165,Deposit,32366.53,USD,Retail,2026-01-01 21:29:17.740442,False,0.303,Completed
TXN-00001789,ACC-94537,Transfer,47346.31,EUR,Entertainment,2025-09-06 21:29:17.740446,False,0.881,Completed
TXN-00001790,ACC-64352,Withdrawal,46984.21,GBP,Entertainment,2025-09-06 21:29:17.740453,True,0.626,Completed
TXN-00001791,ACC-28798,Transfer,2237.93,USD,Travel,2025-10-13 21:29:17.740457,True,0.975,Completed
TXN-00001792,ACC-97775,Withdrawal,32545.51,JPY,Retail,2025-12-15 21:29:17.740461,True,0.959,Completed
TXN-00001793,ACC-55502,Deposit,32568.01,EUR,Healthcare,2025-12-11 21:29:17.740465,False,0.587,Completed
TXN-00001794,ACC-91515,Deposit,33833.85,GBP,Healthcare,2025-08-03 21:29:17.740469,False,0.072,Completed
TXN-00001795,ACC-33660,Deposit,46927.24,USD,Healthcare,2025-12-06 21:29:17.740473,False,0.706,Completed
TXN-00001796,ACC-40226,Withdrawal,14366.86,JPY,Retail,2025-08-13 21:29:17.740477,False,0.008,Pending
TXN-00001797,ACC-92271,Withdrawal,11823.81,USD,Travel,2025-11-19 21:29:17.740481,False,0.69,Completed
TXN-00001798,ACC-40067,Deposit,23985.74,GBP,Utilities,2025-09-17 21:29:17.740485,False,0.475,Completed
TXN-00001799,ACC-32457,Deposit,15194.01,GBP,Restaurant,2025-11-12 21:29:17.740489,False,0.55,Completed
TXN-00001800,ACC-98500,Payment,15979.71,EUR,Restaurant,2025-08-07 21:29:17.740493,True,0.893,Completed
TXN-00001801,ACC-70526,Deposit,12403.96,GBP,Entertainment,2025-11-23 21:29:17.740497,True,0.696,Completed
TXN-00001802,ACC-25752,Payment,33562.69,USD,Entertainment,2025-08-11 21:29:17.740501,False,0.464,Completed
TXN-00001803,ACC-44697,Deposit,36714.9,USD,Retail,2025-08-27 21:29:17.740505,False,0.834,Failed
TXN-00001804,ACC-11630,Deposit,4964.17,EUR,Utilities,2025-12-29 21:29:17.740509,False,0.318,Completed
TXN-00001805,ACC-60275,Deposit,39944.97,USD,Entertainment,2025-11-29 21:29:17.740513,False,0.894,Completed
TXN-00001806,ACC-28966,Deposit,13408.77,GBP,Retail,2025-09-16 21:29:17.740517,False,0.107,Completed
TXN-00001807,ACC-38265,Withdrawal,6614.03,USD,Retail,2025-10-14 21:29:17.740521,False,0.908,Completed
TXN-00001808,ACC-88668,Withdrawal,22848.42,EUR,Healthcare,2025-12-29 21:29:17.740525,False,0.612,Completed
TXN-00001809,ACC-69607,Transfer,30691.52,USD,Retail,2025-10-31 21:29:17.740529,False,0.861,Completed
TXN-00001810,ACC-98858,Deposit,36081.59,USD,Restaurant,2025-09-27 21:29:17.740533,False,0.659,Completed
TXN-00001811,ACC-31023,Transfer,30025.24,USD,Online,2026-01-12 21:29:17.740537,True,0.88,Completed
TXN-00001812,ACC-26794,Withdrawal,46893.7,USD,Healthcare,2025-09-27 21:29:17.740541,False,0.754,Completed
TXN-00001813,ACC-67101,Deposit,1029.88,GBP,Online,2025-07-31 21:29:17.740545,False,0.035,Completed
TXN-00001814,ACC-59072,Deposit,45573.24,JPY,Retail,2025-08-25 21:29:17.740549,False,0.187,Completed
TXN-00001815,ACC-26846,Deposit,36670.94,EUR,Entertainment,2025-10-17 21:29:17.740553,True,0.434,Completed
TXN-00001816,ACC-27789,Withdrawal,46805.67,USD,Retail,2025-08-19 21:29:17.740561,True,0.897,Completed
TXN-00001817,ACC-73845,Payment,12474.18,GBP,Utilities,2025-08-08 21:29:17.740565,False,0.991,Completed
TXN-00001818,ACC-94442,Payment,9515.85,USD,Retail,2025-10-10 21:29:17.740569,False,0.152,Failed
TXN-00001819,ACC-76845,Transfer,49838.0,USD,Entertainment,2025-10-20 21:29:17.740572,False,0.948,Failed
TXN-00001820,ACC-37775,Payment,22286.79,JPY,Travel,2025-08-25 21:29:17.740576,False,0.342,Completed
TXN-00001821,ACC-92592,Deposit,13659.41,USD,Travel,2025-10-25 21:29:17.740581,False,0.215,Completed
TXN-00001822,ACC-20870,Transfer,39615.48,EUR,Utilities,2025-07-29 21:29:17.740585,False,0.105,Pending
TXN-00001823,ACC-83386,Transfer,26850.9,JPY,Online,2025-07-20 21:29:17.740589,False,0.097,Completed
TXN-00001824,ACC-16137,Deposit,31006.87,EUR,Retail,2025-09-28 21:29:17.740592,False,0.934,Completed
TXN-00001825,ACC-87837,Transfer,2747.68,GBP,Healthcare,2025-11-01 21:29:17.740597,True,0.381,Completed
TXN-00001826,ACC-88048,Transfer,33277.79,USD,Restaurant,2025-10-20 21:29:17.740600,False,0.954,Completed
TXN-00001827,ACC-28236,Payment,34583.99,GBP,Online,2025-08-22 21:29:17.740604,False,0.506,Completed
TXN-00001828,ACC-43504,Withdrawal,6874.84,USD,Utilities,2025-08-11 21:29:17.740608,False,0.389,Completed
TXN-00001829,ACC-57644,Withdrawal,37233.0,EUR,Entertainment,2025-08-05 21:29:17.740612,False,0.78,Completed
TXN-00001830,ACC-71801,Payment,3494.47,USD,Retail,2025-08-31 21:29:17.740616,False,0.463,Pending
TXN-00001831,ACC-70506,Transfer,4690.86,USD,Retail,2025-07-24 21:29:17.740620,True,0.52,Completed
TXN-00001832,ACC-23277,Payment,31339.54,GBP,Utilities,2025-08-29 21:29:17.740624,False,0.878,Completed
TXN-00001833,ACC-78744,Withdrawal,47251.42,USD,Travel,2025-10-07 21:29:17.740628,False,0.767,Completed
TXN-00001834,ACC-54127,Transfer,22107.34,GBP,Retail,2025-08-17 21:29:17.740633,False,0.79,Completed
TXN-00001835,ACC-20600,Withdrawal,8075.17,JPY,Restaurant,2025-12-01 21:29:17.740637,False,0.638,Completed
TXN-00001836,ACC-17638,Withdrawal,37280.59,GBP,Travel,2025-08-13 21:29:17.740641,True,0.162,Completed
TXN-00001837,ACC-11609,Withdrawal,29488.33,JPY,Healthcare,2025-10-20 21:29:17.740645,False,0.113,Completed
TXN-00001838,ACC-79372,Withdrawal,48668.64,USD,Restaurant,2025-12-06 21:29:17.740649,False,0.748,Completed
TXN-00001839,ACC-80077,Withdrawal,6992.12,GBP,Restaurant,2025-12-19 21:29:17.740653,True,0.741,Failed
TXN-00001840,ACC-42726,Transfer,38413.71,USD,Entertainment,2025-09-18 21:29:17.740656,False,0.456,Completed
TXN-00001841,ACC-22316,Deposit,13068.22,GBP,Healthcare,2025-08-15 21:29:17.740661,False,0.36,Completed
TXN-00001842,ACC-47866,Transfer,45600.15,USD,Healthcare,2025-07-20 21:29:17.740664,True,0.899,Completed
TXN-00001843,ACC-85696,Payment,39425.65,EUR,Retail,2025-12-05 21:29:17.740668,False,0.347,Completed
TXN-00001844,ACC-75140,Payment,22826.6,USD,Healthcare,2025-11-30 21:29:17.740672,False,0.262,Completed
TXN-00001845,ACC-79170,Transfer,2249.47,EUR,Travel,2025-07-18 21:29:17.740676,True,0.742,Pending
TXN-00001846,ACC-90058,Deposit,34205.38,USD,Online,2025-12-05 21:29:17.740680,False,0.158,Completed
TXN-00001847,ACC-74352,Payment,23098.03,USD,Entertainment,2025-12-15 21:29:17.740684,False,0.648,Pending
TXN-00001848,ACC-93752,Transfer,39901.98,GBP,Travel,2025-11-23 21:29:17.740688,False,0.802,Completed
TXN-00001849,ACC-72994,Transfer,37032.06,USD,Travel,2025-08-23 21:29:17.740692,False,0.706,Completed
TXN-00001850,ACC-51750,Deposit,37415.73,GBP,Retail,2025-09-18 21:29:17.740696,False,0.334,Pending
TXN-00001851,ACC-18003,Payment,8580.37,GBP,Online,2025-09-30 21:29:17.740700,False,0.666,Pending
TXN-00001852,ACC-10841,Payment,21826.43,GBP,Retail,2025-11-19 21:29:17.740704,False,0.433,Completed
TXN-00001853,ACC-31110,Payment,23508.09,USD,Retail,2025-09-17 21:29:17.740708,True,0.48,Completed
TXN-00001854,ACC-87639,Deposit,39244.24,USD,Healthcare,2025-10-12 21:29:17.740712,True,0.725,Completed
TXN-00001855,ACC-22767,Payment,20288.33,EUR,Healthcare,2025-12-04 21:29:17.740716,False,0.643,Completed
TXN-00001856,ACC-48433,Transfer,43269.84,USD,Entertainment,2025-08-01 21:29:17.740720,False,0.291,Completed
TXN-00001857,ACC-51873,Deposit,13761.25,USD,Healthcare,2025-09-01 21:29:17.740724,False,0.246,Pending
TXN-00001858,ACC-80993,Deposit,49306.42,JPY,Retail,2025-12-10 21:29:17.740728,False,0.869,Completed
TXN-00001859,ACC-88850,Deposit,4426.88,USD,Restaurant,2025-09-18 21:29:17.740732,False,0.849,Completed
TXN-00001860,ACC-89345,Transfer,24858.01,USD,Online,2025-07-30 21:29:17.740736,False,0.402,Completed
TXN-00001861,ACC-87050,Payment,29445.77,EUR,Healthcare,2026-01-03 21:29:17.740740,True,0.865,Completed
TXN-00001862,ACC-39583,Transfer,22130.95,JPY,Entertainment,2025-12-14 21:29:17.740744,False,0.489,Completed
TXN-00001863,ACC-74136,Deposit,27422.63,USD,Healthcare,2025-11-17 21:29:17.740748,False,0.85,Failed
TXN-00001864,ACC-36080,Withdrawal,38929.97,JPY,Travel,2025-12-15 21:29:17.740770,False,0.182,Failed
TXN-00001865,ACC-40543,Payment,8522.45,EUR,Restaurant,2025-12-15 21:29:17.740778,False,0.765,Failed
TXN-00001866,ACC-24555,Deposit,47388.5,GBP,Online,2025-10-20 21:29:17.740783,False,0.412,Completed
TXN-00001867,ACC-27446,Transfer,19629.48,USD,Utilities,2025-08-29 21:29:17.740787,False,0.501,Completed
TXN-00001868,ACC-12514,Payment,31122.64,EUR,Entertainment,2026-01-12 21:29:17.740791,False,0.553,Failed
TXN-00001869,ACC-69645,Withdrawal,22074.94,USD,Healthcare,2025-10-08 21:29:17.740795,True,0.679,Completed
TXN-00001870,ACC-60020,Transfer,29975.57,USD,Healthcare,2025-08-22 21:29:17.740799,False,0.106,Completed
TXN-00001871,ACC-94851,Withdrawal,36249.49,USD,Online,2025-10-10 21:29:17.740803,False,0.251,Completed
TXN-00001872,ACC-86448,Deposit,25363.15,GBP,Restaurant,2026-01-13 21:29:17.740807,False,0.721,Pending
TXN-00001873,ACC-11512,Transfer,5585.67,USD,Travel,2025-09-28 21:29:17.740811,False,0.0,Completed
TXN-00001874,ACC-87198,Payment,16666.69,USD,Healthcare,2025-11-17 21:29:17.740815,False,0.377,Completed
TXN-00001875,ACC-79912,Transfer,40244.4,JPY,Travel,2025-11-30 21:29:17.740819,False,0.328,Completed
TXN-00001876,ACC-76590,Payment,28490.46,USD,Travel,2025-09-21 21:29:17.740823,True,0.495,Completed
TXN-00001877,ACC-24139,Withdrawal,37927.27,USD,Healthcare,2025-11-16 21:29:17.740827,False,0.983,Completed
TXN-00001878,ACC-67393,Deposit,44408.91,EUR,Entertainment,2025-08-07 21:29:17.740831,False,0.749,Completed
TXN-00001879,ACC-93198,Payment,21938.59,GBP,Healthcare,2025-12-07 21:29:17.740835,False,0.958,Completed
TXN-00001880,ACC-11935,Withdrawal,17653.95,USD,Utilities,2025-11-15 21:29:17.740839,True,0.231,Completed
TXN-00001881,ACC-23509,Payment,5581.62,EUR,Entertainment,2025-07-26 21:29:17.740843,False,0.687,Completed
